replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.2013,0.79,-12274.47,24641.33,46,-12275.28,24640.94,45,0.2347,0.2864,Convergence/flat likelihood
2,SRV,0.2013,0.79,-12274.47,24641.33,46,-12275.28,24640.94,45,0.2351,0.2858,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.2014,0.79,-12274.47,24641.33,46,-12275.28,24640.94,45,0.2349,0.2856,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.2014,0.79,-12274.47,24641.33,46,-12275.28,24640.94,45,0.2349,0.2856,Convergence/flat likelihood; Collapsed rate class
5,SRV,0.2016,0.79,-12274.47,24641.33,46,-12275.29,24640.95,45,0.2351,0.2858,Convergence/flat likelihood
6,SRV,0.2016,0.79,-12274.47,24641.33,46,-12275.29,24640.94,45,0.2351,0.2858,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.202,0.79,-12274.47,24641.33,46,-12275.28,24640.94,45,0.2347,0.2864,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.2016,0.79,-12274.47,24641.33,46,-12275.28,24640.94,45,0.2349,0.2855,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.2016,0.79,-12274.47,24641.33,46,-12275.28,24640.94,45,0.2349,0.2856,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.2011,0.79,-12274.47,24641.33,46,-12275.29,24640.94,45,0.2349,0.2856,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.243,0.81,-12273.16,24642.75,48,-12273.84,24642.09,47,0.2349,0.2856,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.2433,0.81,-12273.16,24642.75,48,-12273.84,24642.09,47,0.2347,0.2864,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.2447,0.81,-12273.17,24642.76,48,-12273.84,24642.09,47,0.2351,0.2858,Convergence/flat likelihood
4,SRV+Double,0.2433,0.81,-12273.16,24642.75,48,-12273.84,24642.09,47,0.2351,0.2858,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.2431,0.81,-12273.16,24642.75,48,-12273.84,24642.09,47,0.2351,0.2858,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.2431,0.81,-12273.16,24642.74,48,-12273.84,24642.09,47,0.2349,0.2855,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.2441,0.81,-12273.16,24642.75,48,-12273.84,24642.09,47,0.2351,0.2862,Convergence/flat likelihood
8,SRV+Double,0.2428,0.81,-12273.16,24642.75,48,-12273.84,24642.09,47,0.2351,0.2858,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.2433,0.81,-12273.16,24642.75,48,-12273.84,24642.09,47,0.2347,0.2864,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.2425,0.81,-12273.16,24642.74,48,-12273.84,24642.09,47,0.2349,0.2857,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.2629,0.82,-12272.06,24644.58,50,-12272.69,24643.81,49,0.2351,0.2858,Convergence/flat likelihood
2,SRV+Double+Triple,0.2648,0.82,-12272.06,24644.59,50,-12272.68,24643.81,49,0.2349,0.2857,Convergence/flat likelihood
3,SRV+Double+Triple,0.2625,0.81,-12272.06,24644.57,50,-12272.69,24643.81,49,0.2349,0.2856,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double+Triple,0.2634,0.82,-12272.06,24644.57,50,-12272.68,24643.81,49,0.2351,0.2858,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.2628,0.82,-12272.06,24644.58,50,-12272.69,24643.81,49,0.2349,0.2857,Convergence/flat likelihood
6,SRV+Double+Triple,0.263,0.82,-12272.06,24644.57,50,-12272.68,24643.81,49,0.2351,0.2862,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.2649,0.82,-12272.06,24644.59,50,-12272.69,24643.81,49,0.235,0.2856,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.263,0.82,-12272.06,24644.57,50,-12272.68,24643.81,49,0.2351,0.2858,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.263,0.81,-12272.06,24644.57,50,-12272.68,24643.81,49,0.2347,0.2864,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,0.2625,0.82,-12275.26,24650.97,50,-12275.88,24650.21,49,0.2351,0.2858,Convergence/flat likelihood; Collapsed rate class
