model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.024,31.178,SRV,1
null,2,0.024,33.074,SRV,1
null,3,2.755,35.748,SRV,1
null,1,0.023,36.548,SRV,2
null,2,0.024,27.671,SRV,2
null,3,2.753,35.781,SRV,2
null,1,0.024,28.747,SRV,3
null,2,0.024,35.524,SRV,3
null,3,2.756,35.729,SRV,3
null,1,0.023,35.574,SRV,4
null,2,0.024,28.661,SRV,4
null,3,2.753,35.765,SRV,4
null,1,0.023,32.781,SRV,5
null,2,0.024,31.464,SRV,5
null,3,2.754,35.755,SRV,5
null,1,0.024,30.645,SRV,6
null,2,0.024,33.618,SRV,6
null,3,2.755,35.737,SRV,6
null,1,0.024,35.434,SRV,7
null,2,0.024,28.822,SRV,7
null,3,2.755,35.744,SRV,7
null,1,0.024,36.501,SRV,8
null,2,0.024,27.75,SRV,8
null,3,2.755,35.749,SRV,8
null,1,0.024,34.716,SRV,9
null,2,0.024,29.526,SRV,9
null,3,2.754,35.758,SRV,9
null,1,0.024,29.874,SRV,10
null,2,0.024,34.394,SRV,10
null,3,2.756,35.732,SRV,10
