model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Negative selection,0.0,36.245,SRV,1
alternative,reference,Negative selection,0.2,54.256,SRV,1
alternative,reference,Neutral evolution,1.0,9.499,SRV,1
alternative,test,Negative selection,0.0,36.245,SRV,1
alternative,test,Negative selection,0.135,54.256,SRV,1
alternative,test,Negative selection,0.0,36.245,SRV,1
alternative,test,Negative selection,0.2,54.256,SRV,1
alternative,test,Neutral evolution,1.0,9.499,SRV,1
alternative,test,Neutral evolution,1.0,9.499,SRV,1
null,reference,Negative selection,0.0,37.676,SRV,1
null,reference,Negative selection,0.179,51.954,SRV,1
null,reference,Neutral evolution,1.0,10.369,SRV,1
null,test,Negative selection,0.0,37.676,SRV,1
null,test,Negative selection,0.179,51.954,SRV,1
null,test,Neutral evolution,1.0,10.369,SRV,1
alternative,reference,Negative selection,0.101,61.374,SRV,2
alternative,reference,Negative selection,0.123,27.901,SRV,2
alternative,reference,Neutral evolution,1.0,10.724,SRV,2
alternative,test,Negative selection,0.065,61.374,SRV,2
alternative,test,Negative selection,0.082,27.901,SRV,2
alternative,test,Negative selection,0.101,61.374,SRV,2
alternative,test,Negative selection,0.123,27.901,SRV,2
alternative,test,Neutral evolution,1.0,10.724,SRV,2
alternative,test,Neutral evolution,1.0,10.724,SRV,2
null,reference,Negative selection,0.078,32.228,SRV,2
null,reference,Negative selection,0.093,55.764,SRV,2
null,reference,Neutral evolution,1.0,12.008,SRV,2
null,test,Negative selection,0.078,32.228,SRV,2
null,test,Negative selection,0.093,55.764,SRV,2
null,test,Neutral evolution,1.0,12.008,SRV,2
alternative,reference,Negative selection,0.0,45.191,SRV,3
alternative,reference,Negative selection,0.251,46.018,SRV,3
alternative,reference,Neutral evolution,1.0,8.791,SRV,3
alternative,test,Negative selection,0.0,45.191,SRV,3
alternative,test,Negative selection,0.174,46.018,SRV,3
alternative,test,Negative selection,0.0,45.191,SRV,3
alternative,test,Negative selection,0.251,46.018,SRV,3
alternative,test,Neutral evolution,1.0,8.791,SRV,3
alternative,test,Neutral evolution,1.0,8.791,SRV,3
null,reference,Negative selection,0.0,47.353,SRV,3
null,reference,Negative selection,0.234,43.115,SRV,3
null,reference,Neutral evolution,1.0,9.532,SRV,3
null,test,Negative selection,0.0,47.353,SRV,3
null,test,Negative selection,0.234,43.115,SRV,3
null,test,Neutral evolution,1.0,9.532,SRV,3
alternative,reference,Negative selection,0.0,57.114,SRV,4
alternative,reference,Negative selection,0.386,36.727,SRV,4
alternative,reference,Neutral evolution,1.0,6.159,SRV,4
alternative,test,Negative selection,0.0,57.114,SRV,4
alternative,test,Negative selection,0.283,36.727,SRV,4
alternative,test,Negative selection,0.0,57.114,SRV,4
alternative,test,Negative selection,0.386,36.727,SRV,4
alternative,test,Neutral evolution,1.0,6.159,SRV,4
alternative,test,Neutral evolution,1.0,6.159,SRV,4
null,reference,Diversifying selection,1.01,0.0,SRV,4
null,reference,Negative selection,0.0,64.667,SRV,4
null,reference,Negative selection,0.552,35.333,SRV,4
null,test,Diversifying selection,1.01,0.0,SRV,4
null,test,Negative selection,0.0,64.667,SRV,4
null,test,Negative selection,0.552,35.333,SRV,4
alternative,reference,Diversifying selection,1.006,0.0,SRV,5
alternative,reference,Negative selection,0.009,66.611,SRV,5
alternative,reference,Negative selection,0.592,33.389,SRV,5
alternative,test,Diversifying selection,1.008,0.0,SRV,5
alternative,test,Diversifying selection,1.006,0.0,SRV,5
alternative,test,Negative selection,0.002,66.611,SRV,5
alternative,test,Negative selection,0.489,33.389,SRV,5
alternative,test,Negative selection,0.009,66.611,SRV,5
alternative,test,Negative selection,0.592,33.389,SRV,5
null,reference,Diversifying selection,1.711,0.0,SRV,5
null,reference,Negative selection,0.003,67.092,SRV,5
null,reference,Negative selection,0.592,32.908,SRV,5
null,test,Diversifying selection,1.711,0.0,SRV,5
null,test,Negative selection,0.003,67.092,SRV,5
null,test,Negative selection,0.592,32.908,SRV,5
alternative,reference,Diversifying selection,1.009,0.0,SRV,6
alternative,reference,Negative selection,0.024,69.206,SRV,6
alternative,reference,Negative selection,0.605,30.794,SRV,6
alternative,test,Diversifying selection,1.012,0.0,SRV,6
alternative,test,Diversifying selection,1.009,0.0,SRV,6
alternative,test,Negative selection,0.008,69.206,SRV,6
alternative,test,Negative selection,0.517,30.794,SRV,6
alternative,test,Negative selection,0.024,69.206,SRV,6
alternative,test,Negative selection,0.605,30.794,SRV,6
null,reference,Diversifying selection,1.463,0.0,SRV,6
null,reference,Negative selection,0.0,65.961,SRV,6
null,reference,Negative selection,0.576,34.039,SRV,6
null,test,Diversifying selection,1.463,0.0,SRV,6
null,test,Negative selection,0.0,65.961,SRV,6
null,test,Negative selection,0.576,34.039,SRV,6
alternative,reference,Negative selection,0.0,59.747,SRV,7
alternative,reference,Negative selection,0.442,35.749,SRV,7
alternative,reference,Neutral evolution,1.0,4.503,SRV,7
alternative,test,Negative selection,0.0,59.747,SRV,7
alternative,test,Negative selection,0.335,35.749,SRV,7
alternative,test,Negative selection,0.0,59.747,SRV,7
alternative,test,Negative selection,0.442,35.749,SRV,7
alternative,test,Neutral evolution,1.0,4.503,SRV,7
alternative,test,Neutral evolution,1.0,4.503,SRV,7
null,reference,Diversifying selection,1.012,0.0,SRV,7
null,reference,Negative selection,0.0,64.456,SRV,7
null,reference,Negative selection,0.547,35.544,SRV,7
null,test,Diversifying selection,1.012,0.0,SRV,7
null,test,Negative selection,0.0,64.456,SRV,7
null,test,Negative selection,0.547,35.544,SRV,7
alternative,reference,Negative selection,0.039,19.659,SRV,8
alternative,reference,Negative selection,0.133,70.131,SRV,8
alternative,reference,Neutral evolution,1.0,10.21,SRV,8
alternative,test,Negative selection,0.0,19.659,SRV,8
alternative,test,Negative selection,0.096,70.131,SRV,8
alternative,test,Negative selection,0.039,19.659,SRV,8
alternative,test,Negative selection,0.133,70.131,SRV,8
alternative,test,Neutral evolution,1.0,10.21,SRV,8
alternative,test,Neutral evolution,1.0,10.21,SRV,8
null,reference,Negative selection,0.053,72.888,SRV,8
null,reference,Negative selection,0.442,18.933,SRV,8
null,reference,Neutral evolution,1.0,8.179,SRV,8
null,test,Negative selection,0.053,72.888,SRV,8
null,test,Negative selection,0.442,18.933,SRV,8
null,test,Neutral evolution,1.0,8.179,SRV,8
alternative,reference,Diversifying selection,1.008,0.0,SRV,9
alternative,reference,Negative selection,0.032,70.796,SRV,9
alternative,reference,Negative selection,0.618,29.204,SRV,9
alternative,test,Diversifying selection,1.011,0.0,SRV,9
alternative,test,Diversifying selection,1.008,0.0,SRV,9
alternative,test,Negative selection,0.012,70.796,SRV,9
alternative,test,Negative selection,0.537,29.204,SRV,9
alternative,test,Negative selection,0.032,70.796,SRV,9
alternative,test,Negative selection,0.618,29.204,SRV,9
null,reference,Diversifying selection,1.493,0.0,SRV,9
null,reference,Negative selection,0.008,68.014,SRV,9
null,reference,Negative selection,0.596,31.986,SRV,9
null,test,Diversifying selection,1.493,0.0,SRV,9
null,test,Negative selection,0.008,68.014,SRV,9
null,test,Negative selection,0.596,31.986,SRV,9
alternative,reference,Negative selection,0.0,26.389,SRV,10
alternative,reference,Negative selection,0.163,63.617,SRV,10
alternative,reference,Neutral evolution,1.0,9.994,SRV,10
alternative,test,Negative selection,0.0,26.389,SRV,10
alternative,test,Negative selection,0.109,63.617,SRV,10
alternative,test,Negative selection,0.0,26.389,SRV,10
alternative,test,Negative selection,0.163,63.617,SRV,10
alternative,test,Neutral evolution,1.0,9.994,SRV,10
alternative,test,Neutral evolution,1.0,9.994,SRV,10
null,reference,Negative selection,0.0,26.95,SRV,10
null,reference,Negative selection,0.14,62.085,SRV,10
null,reference,Neutral evolution,1.0,10.965,SRV,10
null,test,Negative selection,0.0,26.95,SRV,10
null,test,Negative selection,0.14,62.085,SRV,10
null,test,Neutral evolution,1.0,10.965,SRV,10
alternative,reference,Diversifying selection,1.011,0.0,SRV+Double,1
alternative,reference,Negative selection,0.156,89.829,SRV+Double,1
alternative,reference,Negative selection,0.489,10.171,SRV+Double,1
alternative,test,Diversifying selection,1.013,0.0,SRV+Double,1
alternative,test,Diversifying selection,1.011,0.0,SRV+Double,1
alternative,test,Negative selection,0.109,89.829,SRV+Double,1
alternative,test,Negative selection,0.425,10.171,SRV+Double,1
alternative,test,Negative selection,0.156,89.829,SRV+Double,1
alternative,test,Negative selection,0.489,10.171,SRV+Double,1
null,reference,Diversifying selection,1.006,0.0,SRV+Double,1
null,reference,Negative selection,0.064,76.864,SRV+Double,1
null,reference,Negative selection,0.607,23.136,SRV+Double,1
null,test,Diversifying selection,1.006,0.0,SRV+Double,1
null,test,Negative selection,0.064,76.864,SRV+Double,1
null,test,Negative selection,0.607,23.136,SRV+Double,1
alternative,reference,Diversifying selection,1.013,0.0,SRV+Double,2
alternative,reference,Negative selection,0.139,84.839,SRV+Double,2
alternative,reference,Negative selection,0.482,15.161,SRV+Double,2
alternative,test,Diversifying selection,1.016,0.0,SRV+Double,2
alternative,test,Diversifying selection,1.013,0.0,SRV+Double,2
alternative,test,Negative selection,0.094,84.839,SRV+Double,2
alternative,test,Negative selection,0.417,15.161,SRV+Double,2
alternative,test,Negative selection,0.139,84.839,SRV+Double,2
alternative,test,Negative selection,0.482,15.161,SRV+Double,2
null,reference,Diversifying selection,1.106,0.0,SRV+Double,2
null,reference,Negative selection,0.067,77.723,SRV+Double,2
null,reference,Negative selection,0.616,22.277,SRV+Double,2
null,test,Diversifying selection,1.106,0.0,SRV+Double,2
null,test,Negative selection,0.067,77.723,SRV+Double,2
null,test,Negative selection,0.616,22.277,SRV+Double,2
alternative,reference,Diversifying selection,343599.063,0.019,SRV+Double,3
alternative,reference,Negative selection,0.0,54.201,SRV+Double,3
alternative,reference,Negative selection,0.43,45.781,SRV+Double,3
alternative,test,Diversifying selection,343599.063,0.019,SRV+Double,3
alternative,test,Negative selection,0.0,54.201,SRV+Double,3
alternative,test,Negative selection,0.328,45.781,SRV+Double,3
alternative,test,Negative selection,0.0,54.201,SRV+Double,3
alternative,test,Negative selection,0.43,45.781,SRV+Double,3
null,reference,Diversifying selection,622996.996,0.019,SRV+Double,3
null,reference,Negative selection,0.0,61.355,SRV+Double,3
null,reference,Negative selection,0.495,38.626,SRV+Double,3
null,test,Diversifying selection,622996.996,0.019,SRV+Double,3
null,test,Negative selection,0.0,61.355,SRV+Double,3
null,test,Negative selection,0.495,38.626,SRV+Double,3
alternative,reference,Diversifying selection,1.015,0.0,SRV+Double,4
alternative,reference,Negative selection,0.0,25.893,SRV+Double,4
alternative,reference,Negative selection,0.256,74.107,SRV+Double,4
alternative,test,Diversifying selection,1.018,0.0,SRV+Double,4
