model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.025,30.683,SRV,1
null,2,0.025,33.666,SRV,1
null,3,2.76,35.652,SRV,1
null,1,0.025,34.741,SRV,2
null,2,0.025,29.637,SRV,2
null,3,2.761,35.622,SRV,2
null,1,0.023,30.201,SRV,3
null,2,0.025,34.029,SRV,3
null,3,2.753,35.77,SRV,3
null,1,0.025,36.003,SRV,4
null,2,0.025,28.33,SRV,4
null,3,2.759,35.667,SRV,4
null,1,0.025,35.337,SRV,5
null,2,0.025,28.99,SRV,5
null,3,2.759,35.673,SRV,5
null,1,0.023,27.222,SRV,6
null,2,0.024,37.001,SRV,6
null,3,2.753,35.777,SRV,6
null,1,0.023,33.315,SRV,7
null,2,0.023,30.867,SRV,7
null,3,2.751,35.817,SRV,7
null,1,0.024,28.525,SRV,8
null,2,0.024,35.724,SRV,8
null,3,2.755,35.751,SRV,8
null,1,0.025,30.621,SRV,9
null,2,0.026,33.775,SRV,9
null,3,2.763,35.604,SRV,9
null,1,0.023,35.592,SRV,10
null,2,0.024,28.613,SRV,10
null,3,2.752,35.795,SRV,10
