model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,7.077,0.375,SRV,1
alternative,reference,Negative selection,0.213,98.1,SRV,1
alternative,reference,Negative selection,0.246,1.525,SRV,1
alternative,test,Diversifying selection,9.17,0.375,SRV,1
alternative,test,Diversifying selection,7.077,0.375,SRV,1
alternative,test,Negative selection,0.174,98.1,SRV,1
alternative,test,Negative selection,0.204,1.525,SRV,1
alternative,test,Negative selection,0.213,98.1,SRV,1
alternative,test,Negative selection,0.246,1.525,SRV,1
null,reference,Diversifying selection,6.526,0.44,SRV,1
null,reference,Negative selection,0.209,97.908,SRV,1
null,reference,Negative selection,0.216,1.652,SRV,1
null,test,Diversifying selection,6.526,0.44,SRV,1
null,test,Negative selection,0.209,97.908,SRV,1
null,test,Negative selection,0.216,1.652,SRV,1
alternative,reference,Diversifying selection,7.425,0.35,SRV,2
alternative,reference,Negative selection,0.209,92.003,SRV,2
alternative,reference,Negative selection,0.28,7.647,SRV,2
alternative,test,Diversifying selection,9.745,0.35,SRV,2
alternative,test,Diversifying selection,7.425,0.35,SRV,2
alternative,test,Negative selection,0.169,92.003,SRV,2
alternative,test,Negative selection,0.236,7.647,SRV,2
alternative,test,Negative selection,0.209,92.003,SRV,2
alternative,test,Negative selection,0.28,7.647,SRV,2
null,reference,Diversifying selection,7.035,0.393,SRV,2
null,reference,Negative selection,0.21,99.607,SRV,2
null,reference,Negative selection,0.212,0.0,SRV,2
null,test,Diversifying selection,7.035,0.393,SRV,2
null,test,Negative selection,0.21,99.607,SRV,2
null,test,Negative selection,0.212,0.0,SRV,2
alternative,reference,Diversifying selection,7.056,0.376,SRV,3
alternative,reference,Negative selection,0.213,97.348,SRV,3
alternative,reference,Negative selection,0.269,2.276,SRV,3
alternative,test,Diversifying selection,9.134,0.376,SRV,3
alternative,test,Diversifying selection,7.056,0.376,SRV,3
alternative,test,Negative selection,0.173,97.348,SRV,3
alternative,test,Negative selection,0.226,2.276,SRV,3
alternative,test,Negative selection,0.213,97.348,SRV,3
alternative,test,Negative selection,0.269,2.276,SRV,3
null,reference,Diversifying selection,6.486,0.442,SRV,3
null,reference,Negative selection,0.205,2.163,SRV,3
null,reference,Negative selection,0.21,97.395,SRV,3
null,test,Diversifying selection,6.486,0.442,SRV,3
null,test,Negative selection,0.205,2.163,SRV,3
null,test,Negative selection,0.21,97.395,SRV,3
alternative,reference,Diversifying selection,7.001,0.38,SRV,4
alternative,reference,Negative selection,0.212,96.764,SRV,4
alternative,reference,Negative selection,0.266,2.857,SRV,4
alternative,test,Diversifying selection,9.03,0.38,SRV,4
alternative,test,Diversifying selection,7.001,0.38,SRV,4
alternative,test,Negative selection,0.173,96.764,SRV,4
alternative,test,Negative selection,0.223,2.857,SRV,4
alternative,test,Negative selection,0.212,96.764,SRV,4
alternative,test,Negative selection,0.266,2.857,SRV,4
null,reference,Diversifying selection,6.447,0.446,SRV,4
null,reference,Negative selection,0.209,96.757,SRV,4
null,reference,Negative selection,0.215,2.797,SRV,4
null,test,Diversifying selection,6.447,0.446,SRV,4
