model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.28,27.311,SRV,1
null,2,0.435,29.658,SRV,1
null,3,1.846,43.031,SRV,1
null,1,0.287,30.0,SRV,2
null,2,0.442,26.924,SRV,2
null,3,1.845,43.076,SRV,2
null,1,0.267,29.149,SRV,3
null,2,0.472,28.24,SRV,3
null,3,1.852,42.611,SRV,3
null,1,0.277,29.741,SRV,4
null,2,0.456,27.3,SRV,4
null,3,1.846,42.959,SRV,4
null,1,0.278,27.696,SRV,5
null,2,0.44,29.339,SRV,5
null,3,1.847,42.966,SRV,5
null,1,0.303,25.918,SRV,6
null,2,0.394,30.418,SRV,6
null,3,1.836,43.665,SRV,6
null,1,0.281,28.111,SRV,7
null,2,0.439,28.895,SRV,7
null,3,1.847,42.994,SRV,7
null,1,0.255,23.19,SRV,8
null,2,0.439,34.01,SRV,8
null,3,1.849,42.8,SRV,8
null,1,0.279,27.966,SRV,9
null,2,0.441,29.028,SRV,9
null,3,1.847,43.006,SRV,9
null,1,0.268,32.817,SRV,10
null,2,0.514,25.018,SRV,10
null,3,1.858,42.165,SRV,10
