model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.12,8.41,SRV,1
null,2,0.864,82.527,SRV,1
null,3,3.059,9.063,SRV,1
null,1,0.117,8.3,SRV,2
null,2,0.863,82.601,SRV,2
null,3,3.054,9.099,SRV,2
null,1,0.162,10.136,SRV,3
null,2,0.876,80.725,SRV,3
null,3,3.029,9.139,SRV,3
null,1,0.122,8.512,SRV,4
null,2,0.864,82.438,SRV,4
null,3,3.062,9.049,SRV,4
null,1,0.121,8.472,SRV,5
null,2,0.864,82.48,SRV,5
null,3,3.063,9.048,SRV,5
null,1,0.159,9.977,SRV,6
null,2,0.874,80.831,SRV,6
null,3,3.023,9.192,SRV,6
null,1,0.11,8.044,SRV,7
null,2,0.86,82.82,SRV,7
null,3,3.049,9.136,SRV,7
null,1,0.117,8.298,SRV,8
null,2,0.863,82.609,SRV,8
null,3,3.054,9.093,SRV,8
null,1,0.122,8.496,SRV,9
null,2,0.864,82.454,SRV,9
null,3,3.062,9.05,SRV,9
null,1,0.124,8.588,SRV,10
null,2,0.865,82.382,SRV,10
null,3,3.065,9.029,SRV,10
