model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.115,8.221,SRV,1
null,2,0.862,82.681,SRV,1
null,3,3.058,9.097,SRV,1
null,1,0.115,8.23,SRV,2
null,2,0.862,82.672,SRV,2
null,3,3.058,9.098,SRV,2
null,1,0.119,8.366,SRV,3
null,2,0.863,82.563,SRV,3
null,3,3.063,9.071,SRV,3
null,1,0.117,8.317,SRV,4
null,2,0.862,82.583,SRV,4
null,3,3.055,9.1,SRV,4
null,1,0.117,8.327,SRV,5
null,2,0.863,82.603,SRV,5
null,3,3.061,9.07,SRV,5
null,1,0.113,8.147,SRV,6
null,2,0.861,82.715,SRV,6
null,3,3.052,9.138,SRV,6
null,1,0.116,8.264,SRV,7
null,2,0.862,82.636,SRV,7
null,3,3.058,9.1,SRV,7
null,1,0.119,8.369,SRV,8
null,2,0.863,82.56,SRV,8
null,3,3.061,9.071,SRV,8
null,1,0.117,8.308,SRV,9
null,2,0.863,82.612,SRV,9
null,3,3.058,9.08,SRV,9
null,1,0.116,8.274,SRV,10
null,2,0.862,82.638,SRV,10
null,3,3.06,9.087,SRV,10
