model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.276,30.294,SRV,1
null,2,0.461,26.725,SRV,1
null,3,1.845,42.981,SRV,1
null,1,0.283,30.305,SRV,2
null,2,0.45,26.605,SRV,2
null,3,1.844,43.09,SRV,2
null,1,0.29,33.93,SRV,3
null,2,0.468,23.039,SRV,3
null,3,1.845,43.031,SRV,3
null,1,0.202,34.411,SRV,4
null,2,0.85,32.898,SRV,4
null,3,1.991,32.69,SRV,4
null,1,0.275,30.902,SRV,5
null,2,0.472,26.293,SRV,5
null,3,1.848,42.805,SRV,5
null,1,0.236,28.785,SRV,6
null,2,0.527,29.469,SRV,6
null,3,1.861,41.746,SRV,6
null,1,0.292,31.435,SRV,7
null,2,0.445,25.507,SRV,7
null,3,1.846,43.058,SRV,7
null,1,0.234,24.374,SRV,8
null,2,0.475,33.324,SRV,8
null,3,1.855,42.302,SRV,8
null,1,0.28,28.618,SRV,9
null,2,0.442,28.26,SRV,9
null,3,1.844,43.122,SRV,9
null,1,0.276,27.919,SRV,10
null,2,0.439,28.801,SRV,10
null,3,1.84,43.28,SRV,10
