model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.204,16.195,SRV,1
null,2,0.437,41.534,SRV,1
null,3,1.858,42.271,SRV,1
null,1,0.336,35.221,SRV,2
null,2,0.461,24.471,SRV,2
null,3,1.907,40.308,SRV,2
null,1,0.282,31.068,SRV,3
null,2,0.458,25.982,SRV,3
null,3,1.847,42.95,SRV,3
null,1,0.271,28.101,SRV,4
null,2,0.454,29.076,SRV,4
null,3,1.849,42.823,SRV,4
null,1,0.272,28.308,SRV,5
null,2,0.456,28.958,SRV,5
null,3,1.851,42.734,SRV,5
null,1,0.272,30.798,SRV,6
null,2,0.481,26.671,SRV,6
null,3,1.853,42.531,SRV,6
null,1,0.265,30.837,SRV,7
null,2,0.496,26.865,SRV,7
null,3,1.856,42.298,SRV,7
null,1,0.29,29.43,SRV,8
null,2,0.432,27.395,SRV,8
null,3,1.844,43.175,SRV,8
null,1,0.254,24.26,SRV,9
null,2,0.449,33.12,SRV,9
null,3,1.853,42.621,SRV,9
null,1,0.316,27.827,SRV,10
null,2,0.387,28.597,SRV,10
null,3,1.839,43.576,SRV,10
