model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,27.69,SRV,1
null,2,0.0,16.152,SRV,1
null,3,1.781,56.158,SRV,1
null,1,0.0,28.406,SRV,2
null,2,0.0,15.489,SRV,2
null,3,1.782,56.105,SRV,2
null,1,0.0,20.003,SRV,3
null,2,0.0,24.794,SRV,3
null,3,1.811,55.203,SRV,3
null,1,0.0,14.541,SRV,4
null,2,0.0,29.335,SRV,4
null,3,1.782,56.124,SRV,4
null,1,0.0,29.422,SRV,5
null,2,0.0,15.258,SRV,5
null,3,1.808,55.321,SRV,5
null,1,0.0,14.629,SRV,6
null,2,0.0,28.487,SRV,6
null,3,1.758,56.884,SRV,6
null,1,0.0,14.437,SRV,7
null,2,0.0,28.699,SRV,7
null,3,1.758,56.864,SRV,7
null,1,0.0,38.947,SRV,8
null,2,0.0,5.81,SRV,8
null,3,1.81,55.243,SRV,8
null,1,0.0,18.813,SRV,9
null,2,0.0,25.973,SRV,9
null,3,1.811,55.214,SRV,9
null,1,0.0,15.87,SRV,10
null,2,0.0,28.929,SRV,10
null,3,1.812,55.201,SRV,10
