replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.0519,0.44,-12273.4,24639.19,46,-12275.29,24640.95,45,0.2346,0.5021,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.0521,0.45,-12273.4,24639.19,46,-12275.29,24640.94,45,0.2344,0.5011,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.0521,0.45,-12273.4,24639.19,46,-12275.29,24640.95,45,0.2346,0.5,Convergence/flat likelihood
4,SRV,0.0522,0.45,-12273.4,24639.2,46,-12275.29,24640.95,45,0.235,0.4994,Convergence/flat likelihood
5,SRV,0.0518,0.44,-12273.46,24641.32,47,-12275.35,24643.09,46,0.2344,0.5011,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.0522,0.44,-12273.4,24639.19,46,-12275.28,24640.94,45,0.235,0.4994,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.0522,0.45,-12273.4,24639.19,46,-12275.28,24640.94,45,0.235,0.4994,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.0522,0.45,-12273.4,24639.19,46,-12275.28,24640.94,45,0.2346,0.5021,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.0519,0.44,-12273.4,24639.19,46,-12275.29,24640.95,45,0.2344,0.5011,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.0522,0.44,-12273.4,24639.19,46,-12275.29,24640.94,45,0.2346,0.5021,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.0436,0.44,-12272.1,24640.63,48,-12274.14,24642.68,47,0.2345,0.5021,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.0441,0.43,-12272.11,24640.65,48,-12274.14,24642.68,47,0.235,0.4994,Convergence/flat likelihood
3,SRV+Double,0.044,0.44,-12272.11,24640.64,48,-12274.13,24642.68,47,0.2344,0.5011,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.044,0.44,-12272.11,24640.64,48,-12274.13,24642.68,47,0.2346,0.5021,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.0439,0.44,-12272.1,24640.63,48,-12274.13,24642.68,47,0.2346,0.4999,Convergence/flat likelihood
6,SRV+Double,0.0427,0.44,-12272.1,24640.63,48,-12274.16,24642.72,47,0.2345,0.5021,Convergence/flat likelihood
7,SRV+Double,0.0439,0.43,-12272.1,24640.63,48,-12274.13,24642.67,47,0.2345,0.5021,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.044,0.44,-12272.11,24640.64,48,-12274.13,24642.68,47,0.235,0.4994,Convergence/flat likelihood
9,SRV+Double,0.0441,0.44,-12272.11,24640.64,48,-12274.13,24642.68,47,0.2346,0.5,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.0438,0.44,-12272.1,24640.62,48,-12274.13,24642.67,47,0.2346,0.4999,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.0415,0.43,-12270.99,24642.44,50,-12273.07,24644.58,49,0.2345,0.5006,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.0416,0.43,-12270.99,24642.44,50,-12273.07,24644.58,49,0.2346,0.5021,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.0421,0.43,-12271.0,24642.46,50,-12273.07,24644.58,49,0.2345,0.5021,Convergence/flat likelihood
4,SRV+Double+Triple,0.0417,0.43,-12270.99,24642.44,50,-12273.06,24644.57,49,0.2345,0.4995,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.0419,0.44,-12270.99,24642.45,50,-12273.06,24644.57,49,0.2345,0.5021,Convergence/flat likelihood
6,SRV+Double+Triple,0.0417,0.43,-12270.99,24642.44,50,-12273.06,24644.57,49,0.2345,0.5006,Convergence/flat likelihood
7,SRV+Double+Triple,0.042,0.44,-12270.99,24642.45,50,-12273.06,24644.57,49,0.2344,0.5011,Convergence/flat likelihood
8,SRV+Double+Triple,0.0417,0.43,-12270.99,24642.44,50,-12273.07,24644.57,49,0.2345,0.5006,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.0417,0.43,-12271.0,24642.45,50,-12273.07,24644.58,49,0.2345,0.5021,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,0.0416,0.43,-12270.99,24642.44,50,-12273.07,24644.58,49,0.2345,0.5021,Convergence/flat likelihood; Collapsed rate class
