model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.031,23.451,SRV,1
null,2,0.875,47.951,SRV,1
null,3,2.004,28.598,SRV,1
null,1,0.04,24.161,SRV,2
null,2,0.886,47.245,SRV,2
null,3,2.0,28.594,SRV,2
null,1,0.0,21.008,SRV,3
null,2,0.839,50.174,SRV,3
null,3,2.01,28.819,SRV,3
null,1,0.007,21.494,SRV,4
null,2,0.839,49.142,SRV,4
null,3,1.996,29.363,SRV,4
null,1,0.027,23.095,SRV,5
null,2,0.871,48.267,SRV,5
null,3,2.003,28.638,SRV,5
null,1,0.07,27.285,SRV,7
null,2,0.985,48.233,SRV,7
null,3,2.066,24.481,SRV,7
null,1,0.008,21.688,SRV,9
null,2,0.846,49.224,SRV,9
null,3,2.0,29.088,SRV,9
null,1,0.117,31.055,SRV,10
null,2,1.001,41.27,SRV,10
null,3,1.99,27.676,SRV,10
