replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.2031,0.74,-6839.4,13759.19,40.0,-6840.21,13758.79,39.0,0.1694,0.258,Convergence/flat likelihood
2,SRV,0.8401,0.64,-6839.38,13761.18,41.0,-6839.4,13759.2,40.0,0.1694,0.258,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.2015,0.75,-6839.4,13759.19,40.0,-6840.21,13758.8,39.0,0.1694,0.258,Convergence/flat likelihood; Collapsed rate class
4,SRV,,,,,,,,,0.1694,0.258,
5,SRV,0.2043,0.73,-6839.4,13759.2,40.0,-6840.21,13758.79,39.0,0.1694,0.258,Convergence/flat likelihood
6,SRV,0.2025,0.74,-6839.4,13759.19,40.0,-6840.21,13758.8,39.0,0.1694,0.258,Convergence/flat likelihood
7,SRV,0.2058,0.73,-6839.4,13759.2,40.0,-6840.2,13758.78,39.0,0.1694,0.258,Convergence/flat likelihood
8,SRV,0.8445,0.63,-6839.38,13761.18,41.0,-6839.4,13759.2,40.0,0.1694,0.258,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.2027,0.75,-6839.4,13759.19,40.0,-6840.21,13758.8,39.0,0.1695,0.2585,Convergence/flat likelihood
10,SRV,0.2036,0.74,-6839.4,13759.19,40.0,-6840.21,13758.79,39.0,0.1694,0.258,Convergence/flat likelihood
1,SRV+Double,0.1985,0.75,-6839.35,13763.13,42.0,-6840.17,13762.76,41.0,0.1694,0.258,Convergence/flat likelihood
2,SRV+Double,1.0,0.63,-6839.35,13765.15,43.0,-6839.34,13763.12,42.0,0.1694,0.258,Convergence/flat likelihood
3,SRV+Double,1.0,0.67,-6839.34,13765.13,43.0,-6839.34,13763.11,42.0,0.1694,0.258,Convergence/flat likelihood
4,SRV+Double,0.1984,0.74,-6839.34,13763.12,42.0,-6840.17,13762.76,41.0,0.1694,0.258,Convergence/flat likelihood
5,SRV+Double,0.1976,0.75,-6839.34,13763.11,42.0,-6840.17,13762.75,41.0,0.1694,0.258,Convergence/flat likelihood
6,SRV+Double,0.1958,0.75,-6839.32,13763.08,42.0,-6840.16,13762.74,41.0,0.1697,0.2577,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.1962,0.75,-6839.33,13763.09,42.0,-6840.16,13762.74,41.0,0.1694,0.258,Convergence/flat likelihood
8,SRV+Double,0.1958,0.75,-6839.32,13763.08,42.0,-6840.16,13762.73,41.0,0.1694,0.258,Convergence/flat likelihood
9,SRV+Double,0.1971,0.75,-6839.34,13763.11,42.0,-6840.17,13762.75,41.0,0.1694,0.258,Convergence/flat likelihood
10,SRV+Double,0.1976,0.74,-6839.34,13763.11,42.0,-6840.17,13762.75,41.0,0.1694,0.258,Convergence/flat likelihood
1,SRV+Double+Triple,0.1977,0.75,-6839.34,13767.15,44.0,-6840.17,13766.79,43.0,0.1694,0.258,Convergence/flat likelihood
2,SRV+Double+Triple,0.1967,0.75,-6839.33,13767.14,44.0,-6840.17,13766.79,43.0,0.1694,0.258,Convergence/flat likelihood
3,SRV+Double+Triple,0.197,0.75,-6839.33,13767.14,44.0,-6840.17,13766.79,43.0,0.1694,0.258,Convergence/flat likelihood
4,SRV+Double+Triple,0.1968,0.75,-6839.33,13767.14,44.0,-6840.17,13766.79,43.0,0.1694,0.258,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.9113,0.66,-6839.34,13769.17,45.0,-6839.34,13767.16,44.0,0.1694,0.258,Convergence/flat likelihood
6,SRV+Double+Triple,0.197,0.75,-6839.33,13767.14,44.0,-6840.16,13766.78,43.0,0.1694,0.258,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.1972,0.75,-6839.34,13767.15,44.0,-6840.17,13766.79,43.0,0.1694,0.258,Convergence/flat likelihood
8,SRV+Double+Triple,0.1965,0.75,-6839.33,13767.13,44.0,-6840.16,13766.78,43.0,0.1695,0.2583,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.1969,0.75,-6839.33,13767.14,44.0,-6840.16,13766.78,43.0,0.1694,0.258,Convergence/flat likelihood
10,SRV+Double+Triple,0.1965,0.75,-6839.33,13767.14,44.0,-6840.17,13766.79,43.0,0.1694,0.258,Convergence/flat likelihood
