model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.045,25.293,SRV,1
null,2,0.953,50.18,SRV,1
null,3,2.08,24.526,SRV,1
null,1,0.0,21.764,SRV,2
null,2,0.891,52.626,SRV,2
null,3,2.073,25.61,SRV,2
null,1,0.002,21.953,SRV,3
null,2,0.897,52.826,SRV,3
null,3,2.084,25.221,SRV,3
null,1,0.105,30.068,SRV,4
null,2,1.01,44.107,SRV,4
null,3,2.025,25.825,SRV,4
null,1,0.0,20.938,SRV,5
null,2,0.83,49.603,SRV,5
null,3,1.996,29.46,SRV,5
null,1,0.035,24.046,SRV,6
null,2,0.905,48.922,SRV,6
null,3,2.03,27.032,SRV,6
null,1,0.0,20.833,SRV,7
null,2,0.827,49.762,SRV,7
null,3,2.002,29.405,SRV,7
null,1,0.0,21.247,SRV,8
null,2,0.847,49.902,SRV,8
null,3,2.001,28.852,SRV,8
null,1,0.062,26.697,SRV,9
null,2,0.982,49.535,SRV,9
null,3,2.091,23.768,SRV,9
null,1,0.011,22.668,SRV,10
null,2,0.911,52.156,SRV,10
null,3,2.075,25.176,SRV,10
