model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,17.409,SRV,1
null,2,0.0,32.99,SRV,1
null,3,2.016,49.601,SRV,1
null,1,0.0,11.129,SRV,2
null,2,0.0,39.27,SRV,2
null,3,2.016,49.601,SRV,2
null,1,0.0,13.575,SRV,3
null,2,0.0,36.824,SRV,3
null,3,2.016,49.601,SRV,3
null,1,0.0,14.858,SRV,4
null,2,0.0,35.543,SRV,4
null,3,2.016,49.599,SRV,4
null,1,0.0,37.14,SRV,5
null,2,0.0,13.257,SRV,5
null,3,2.016,49.603,SRV,5
null,1,0.0,50.397,SRV,6
null,2,2.016,26.527,SRV,6
null,3,2.016,23.076,SRV,6
null,1,0.0,13.795,SRV,7
null,2,0.0,36.605,SRV,7
null,3,2.016,49.6,SRV,7
null,1,0.0,15.976,SRV,8
null,2,0.0,34.424,SRV,8
null,3,2.016,49.6,SRV,8
null,1,0.0,15.149,SRV,9
null,2,0.0,35.25,SRV,9
null,3,2.016,49.6,SRV,9
null,1,0.0,50.394,SRV,10
null,2,2.016,1.574,SRV,10
null,3,2.016,48.032,SRV,10
