model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,10.095,SRV,1
null,2,0.942,78.628,SRV,1
null,3,2.303,11.278,SRV,1
null,1,0.0,10.082,SRV,2
null,2,0.941,78.537,SRV,2
null,3,2.296,11.38,SRV,2
null,1,0.0,10.09,SRV,3
null,2,0.941,78.582,SRV,3
null,3,2.299,11.328,SRV,3
null,1,0.0,10.111,SRV,4
null,2,0.941,78.498,SRV,4
null,3,2.293,11.391,SRV,4
null,1,0.0,10.096,SRV,5
null,2,0.941,78.618,SRV,5
null,3,2.304,11.286,SRV,5
null,1,0.0,10.114,SRV,6
null,2,0.942,78.585,SRV,6
null,3,2.298,11.301,SRV,6
null,1,0.0,10.092,SRV,7
null,2,0.941,78.595,SRV,7
null,3,2.3,11.312,SRV,7
null,1,0.0,10.086,SRV,8
null,2,0.941,78.623,SRV,8
null,3,2.303,11.291,SRV,8
null,1,0.0,10.017,SRV,9
null,2,0.935,77.942,SRV,9
null,3,2.252,12.041,SRV,9
null,1,0.0,10.328,SRV,10
null,2,0.954,79.419,SRV,10
null,3,2.361,10.253,SRV,10
