model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,10.127,SRV,1
null,2,0.943,78.654,SRV,1
null,3,2.301,11.219,SRV,1
null,1,0.0,10.109,SRV,2
null,2,0.942,78.721,SRV,2
null,3,2.311,11.171,SRV,2
null,1,0.0,10.026,SRV,3
null,2,0.936,78.155,SRV,3
null,3,2.27,11.819,SRV,3
null,1,0.0,10.114,SRV,4
null,2,0.943,78.765,SRV,4
null,3,2.314,11.122,SRV,4
null,1,0.0,10.127,SRV,5
null,2,0.944,78.69,SRV,5
null,3,2.303,11.183,SRV,5
null,1,0.0,10.129,SRV,6
null,2,0.944,78.983,SRV,6
null,3,2.335,10.888,SRV,6
null,1,0.0,10.135,SRV,7
null,2,0.944,78.743,SRV,7
null,3,2.308,11.122,SRV,7
null,1,0.0,10.113,SRV,8
null,2,0.943,78.743,SRV,8
null,3,2.312,11.144,SRV,8
null,1,0.0,10.111,SRV,9
null,2,0.942,78.702,SRV,9
null,3,2.31,11.186,SRV,9
null,1,0.0,10.108,SRV,10
null,2,0.942,78.729,SRV,10
null,3,2.311,11.163,SRV,10
