model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,10.137,SRV,1
null,2,0.944,78.911,SRV,1
null,3,2.327,10.952,SRV,1
null,1,0.0,10.141,SRV,2
null,2,0.945,79.039,SRV,2
null,3,2.339,10.82,SRV,2
null,1,0.0,10.121,SRV,3
null,2,0.943,78.834,SRV,3
null,3,2.321,11.045,SRV,3
null,1,0.0,10.13,SRV,4
null,2,0.944,78.871,SRV,4
null,3,2.323,10.999,SRV,4
null,1,0.0,10.121,SRV,5
null,2,0.944,78.853,SRV,5
null,3,2.322,11.026,SRV,5
null,1,0.0,10.136,SRV,6
null,2,0.943,78.678,SRV,6
null,3,2.304,11.187,SRV,6
null,1,0.0,10.103,SRV,7
null,2,0.942,78.811,SRV,7
null,3,2.32,11.086,SRV,7
null,1,0.0,10.136,SRV,8
null,2,0.944,78.711,SRV,8
null,3,2.305,11.153,SRV,8
null,1,0.0,10.13,SRV,9
null,2,0.944,78.687,SRV,9
null,3,2.302,11.183,SRV,9
null,1,0.0,10.124,SRV,10
null,2,0.944,78.846,SRV,10
null,3,2.319,11.031,SRV,10
