model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.175,0.0,SRV,1
null,2,0.591,93.221,SRV,1
null,3,6.629,6.779,SRV,1
null,1,0.044,0.0,SRV,2
null,2,0.59,93.173,SRV,2
null,3,6.602,6.827,SRV,2
null,1,0.588,93.11,SRV,3
null,2,6.515,0.811,SRV,3
null,3,6.572,6.079,SRV,3
null,1,0.208,0.0,SRV,4
null,2,0.589,93.125,SRV,4
null,3,6.572,6.875,SRV,4
null,1,0.066,0.0,SRV,5
null,2,0.588,93.114,SRV,5
null,3,6.568,6.886,SRV,5
null,1,0.21,0.0,SRV,6
null,2,0.589,93.14,SRV,6
null,3,6.581,6.86,SRV,6
null,1,0.588,93.102,SRV,7
null,2,6.552,4.547,SRV,7
null,3,6.573,2.351,SRV,7
null,1,0.003,0.0,SRV,8
null,2,0.334,83.612,SRV,8
null,3,4.397,16.388,SRV,8
null,1,0.0,0.0,SRV,9
null,2,0.277,80.773,SRV,9
null,3,4.038,19.227,SRV,9
null,1,0.363,10.933,SRV,10
null,2,0.619,82.147,SRV,10
null,3,6.533,6.921,SRV,10
