model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,10.118,SRV,1
null,2,0.942,78.529,SRV,1
null,3,2.293,11.353,SRV,1
null,1,0.0,10.116,SRV,2
null,2,0.943,78.799,SRV,2
null,3,2.317,11.084,SRV,2
null,1,0.0,10.12,SRV,3
null,2,0.943,78.638,SRV,3
null,3,2.301,11.242,SRV,3
null,1,0.0,10.123,SRV,4
null,2,0.943,78.807,SRV,4
null,3,2.318,11.071,SRV,4
null,1,0.0,10.126,SRV,5
null,2,0.942,78.556,SRV,5
null,3,2.295,11.317,SRV,5
null,1,0.0,10.124,SRV,6
null,2,0.944,78.851,SRV,6
null,3,2.322,11.025,SRV,6
null,1,0.0,10.14,SRV,7
null,2,0.944,78.707,SRV,7
null,3,2.306,11.153,SRV,7
null,1,0.0,10.117,SRV,8
null,2,0.943,78.839,SRV,8
null,3,2.321,11.043,SRV,8
null,1,0.0,10.294,SRV,9
null,2,0.952,79.197,SRV,9
null,3,2.344,10.509,SRV,9
null,1,0.0,10.108,SRV,10
null,2,0.943,78.757,SRV,10
null,3,2.314,11.135,SRV,10
