model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.006,0.0,SRV,1
null,2,0.249,79.379,SRV,1
null,3,3.892,20.621,SRV,1
null,1,0.458,58.713,SRV,2
null,2,0.834,34.617,SRV,2
null,3,6.632,6.671,SRV,2
null,1,0.001,0.0,SRV,3
null,2,0.373,85.51,SRV,3
null,3,4.701,14.49,SRV,3
null,1,0.002,0.0,SRV,4
null,2,0.242,79.036,SRV,4
null,3,3.858,20.964,SRV,4
null,1,0.0,0.0,SRV,5
null,2,0.262,80.026,SRV,5
null,3,3.958,19.974,SRV,5
null,1,0.431,6.195,SRV,6
null,2,0.599,86.864,SRV,6
null,3,6.531,6.941,SRV,6
null,1,0.03,0.0,SRV,7
null,2,0.59,93.172,SRV,7
null,3,6.601,6.828,SRV,7
null,1,0.005,0.0,SRV,8
null,2,0.226,78.253,SRV,8
null,3,3.784,21.747,SRV,8
null,1,0.002,0.0,SRV,9
null,2,0.318,82.829,SRV,9
null,3,4.289,17.171,SRV,9
null,1,0.005,0.0,SRV,10
null,2,0.215,77.702,SRV,10
null,3,3.734,22.298,SRV,10
