model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,16.239,SRV,1
null,2,0.0,34.16,SRV,1
null,3,2.016,49.601,SRV,1
null,1,0.0,50.396,SRV,2
null,2,1.881,0.0,SRV,2
null,3,2.016,49.604,SRV,2
null,1,0.0,15.621,SRV,3
null,2,0.0,34.778,SRV,3
null,3,2.016,49.601,SRV,3
null,1,0.0,13.803,SRV,4
null,2,0.0,36.593,SRV,4
null,3,2.016,49.604,SRV,4
null,1,0.0,15.002,SRV,5
null,2,0.0,35.397,SRV,5
null,3,2.016,49.601,SRV,5
null,1,0.0,15.988,SRV,6
null,2,0.0,34.413,SRV,6
null,3,2.016,49.599,SRV,6
null,1,0.0,13.819,SRV,7
null,2,0.0,36.575,SRV,7
null,3,2.016,49.606,SRV,7
null,1,0.0,15.549,SRV,8
null,2,0.0,34.851,SRV,8
null,3,2.016,49.6,SRV,8
null,1,0.0,13.633,SRV,9
null,2,0.0,36.762,SRV,9
null,3,2.016,49.605,SRV,9
null,1,0.0,15.945,SRV,10
null,2,0.0,34.45,SRV,10
null,3,2.016,49.605,SRV,10
