replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.7527,1.21,-7901.25,15916.89,57,-7901.3,15914.98,56,0.2353,0.1932,Convergence/flat likelihood
2,SRV,0.7552,1.21,-7901.25,15916.9,57,-7901.3,15914.98,56,0.2355,0.1929,Convergence/flat likelihood
3,SRV,0.7525,1.21,-7901.25,15916.89,57,-7901.3,15914.98,56,0.2355,0.1929,Convergence/flat likelihood
4,SRV,0.7766,1.23,-7901.27,15916.93,57,-7901.31,15915.0,56,0.2353,0.1932,Convergence/flat likelihood
5,SRV,0.7982,1.2,-7901.33,15917.06,57,-7901.36,15915.11,56,0.2355,0.1929,Convergence/flat likelihood
6,SRV,0.7604,1.2,-7901.26,15916.91,57,-7901.3,15914.99,56,0.2355,0.1929,Convergence/flat likelihood
7,SRV,0.7523,1.21,-7901.25,15916.89,57,-7901.3,15914.98,56,0.2355,0.1929,Convergence/flat likelihood
8,SRV,0.7617,1.2,-7901.29,15916.97,57,-7901.33,15915.05,56,0.2355,0.1929,Convergence/flat likelihood
9,SRV,0.7593,1.2,-7901.26,15916.91,57,-7901.3,15914.99,56,0.2355,0.1929,Convergence/flat likelihood
10,SRV,0.7609,1.2,-7901.26,15916.91,57,-7901.3,15914.99,56,0.2355,0.1929,Convergence/flat likelihood
1,SRV+Double,0.7979,1.19,-7901.32,15921.07,59,-7901.35,15919.12,58,0.2353,0.1932,Convergence/flat likelihood
2,SRV+Double,0.7524,1.21,-7901.25,15920.92,59,-7901.3,15919.01,58,0.2355,0.1929,Convergence/flat likelihood
3,SRV+Double,0.8388,1.19,-7901.35,15921.12,59,-7901.37,15919.15,58,0.2355,0.1929,Convergence/flat likelihood
4,SRV+Double,0.7523,1.21,-7901.25,15920.92,59,-7901.3,15919.01,58,0.2355,0.1929,Convergence/flat likelihood
5,SRV+Double,0.7524,1.21,-7901.25,15920.92,59,-7901.3,15919.01,58,0.2355,0.1929,Convergence/flat likelihood
6,SRV+Double,0.7567,1.2,-7901.25,15920.93,59,-7901.3,15919.01,58,0.2355,0.1929,Convergence/flat likelihood
7,SRV+Double,0.7525,1.21,-7901.25,15920.92,59,-7901.3,15919.01,58,0.2353,0.1932,Convergence/flat likelihood
8,SRV+Double,0.7557,1.22,-7901.26,15920.94,59,-7901.31,15919.02,58,0.2355,0.1929,Convergence/flat likelihood
9,SRV+Double,0.7588,1.2,-7901.26,15920.94,59,-7901.3,15919.02,58,0.2355,0.1929,Convergence/flat likelihood
10,SRV+Double,0.7525,1.21,-7901.25,15920.92,59,-7901.3,15919.01,58,0.2355,0.1929,Convergence/flat likelihood
1,SRV+Double+Triple,0.7811,1.16,-7901.03,15924.5,61,-7901.06,15922.57,60,0.2355,0.1929,Convergence/flat likelihood
2,SRV+Double+Triple,0.76,1.19,-7900.91,15924.27,61,-7900.95,15922.34,60,0.2355,0.1929,Convergence/flat likelihood
3,SRV+Double+Triple,0.7603,1.19,-7900.91,15924.27,61,-7900.95,15922.34,60,0.2355,0.1929,Convergence/flat likelihood
4,SRV+Double+Triple,1.0,0.0,-7903.82,15930.1,61,-7900.95,15922.34,60,0.2355,0.1929,Convergence/flat likelihood
5,SRV+Double+Triple,0.8138,1.18,-7900.99,15924.43,61,-7901.02,15922.47,60,0.2355,0.1929,Convergence/flat likelihood
6,SRV+Double+Triple,0.7589,1.2,-7900.9,15924.26,61,-7900.95,15922.34,60,0.2355,0.1929,Convergence/flat likelihood
7,SRV+Double+Triple,0.7586,1.19,-7900.91,15924.26,61,-7900.95,15922.34,60,0.2355,0.1931,Convergence/flat likelihood
8,SRV+Double+Triple,0.761,1.19,-7900.91,15924.27,61,-7900.95,15922.34,60,0.2355,0.1929,Convergence/flat likelihood
9,SRV+Double+Triple,0.772,1.17,-7901.01,15924.47,61,-7901.05,15922.53,60,0.2355,0.1929,Convergence/flat likelihood
10,SRV+Double+Triple,0.7602,1.19,-7900.9,15924.26,61,-7900.95,15922.34,60,0.2353,0.1932,Convergence/flat likelihood
