model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,50.404,SRV,1
null,2,1.565,0.0,SRV,1
null,3,2.016,49.596,SRV,1
null,1,0.0,27.382,SRV,2
null,2,0.0,23.021,SRV,2
null,3,2.016,49.597,SRV,2
null,1,0.0,13.295,SRV,3
null,2,0.0,37.107,SRV,3
null,3,2.016,49.598,SRV,3
null,1,0.0,13.106,SRV,4
null,2,0.0,37.296,SRV,4
null,3,2.016,49.598,SRV,4
null,1,0.0,10.504,SRV,5
null,2,0.0,39.899,SRV,5
null,3,2.016,49.597,SRV,5
null,1,0.0,16.697,SRV,6
null,2,0.0,33.706,SRV,6
null,3,2.016,49.596,SRV,6
null,1,0.0,40.951,SRV,7
null,2,0.0,9.451,SRV,7
null,3,2.016,49.597,SRV,7
null,1,0.0,16.891,SRV,8
null,2,0.0,33.512,SRV,8
null,3,2.016,49.597,SRV,8
null,1,0.0,11.57,SRV,9
null,2,0.0,38.831,SRV,9
null,3,2.016,49.599,SRV,9
null,1,0.0,14.67,SRV,10
null,2,0.0,35.733,SRV,10
null,3,2.016,49.597,SRV,10
