replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.7531,0.66,-4603.12,9290.63,42,-4603.17,9288.71,41,0.2684,0.4172,Convergence/flat likelihood
2,SRV,0.7541,0.66,-4603.12,9288.61,41,-4603.17,9286.69,40,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
3,SRV,0.7532,0.66,-4603.12,9288.61,41,-4603.17,9286.69,40,0.2684,0.4172,Convergence/flat likelihood
4,SRV,0.7534,0.66,-4603.12,9288.61,41,-4603.17,9286.7,40,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
5,SRV,0.753,0.66,-4603.12,9288.61,41,-4603.17,9286.69,40,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.7534,0.66,-4603.12,9288.61,41,-4603.17,9286.69,40,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
7,SRV,0.753,0.66,-4603.12,9288.61,41,-4603.17,9286.69,40,0.2684,0.4172,Convergence/flat likelihood
8,SRV,0.7531,0.66,-4603.12,9288.61,41,-4603.17,9286.69,40,0.2685,0.4173,Convergence/flat likelihood
9,SRV,0.7546,0.66,-4603.12,9288.62,41,-4603.17,9286.69,40,0.2684,0.4172,Convergence/flat likelihood
10,SRV,0.7604,0.67,-4602.31,9289.02,42,-4602.36,9287.09,41,0.2705,0.4159,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double,0.7593,0.67,-4602.31,9293.05,44,-4602.36,9291.13,43,0.2705,0.4159,Convergence/flat likelihood
2,SRV+Double,0.7531,0.66,-4603.12,9292.65,43,-4603.17,9290.73,42,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.7598,0.67,-4602.31,9293.05,44,-4602.36,9291.13,43,0.2707,0.4141,Convergence/flat likelihood
4,SRV+Double,0.7595,0.67,-4602.31,9293.05,44,-4602.36,9291.13,43,0.271,0.4155,Convergence/flat likelihood
5,SRV+Double,0.7532,0.66,-4603.12,9292.65,43,-4603.17,9290.73,42,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.753,0.66,-4603.12,9292.65,43,-4603.17,9290.73,42,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.7533,0.66,-4603.12,9292.65,43,-4603.17,9290.73,42,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.7532,0.66,-4603.12,9292.65,43,-4603.17,9290.73,42,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.7533,0.66,-4603.12,9292.65,43,-4603.17,9290.73,42,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.7529,0.66,-4603.12,9292.65,43,-4603.17,9290.73,42,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.7539,0.66,-4603.12,9296.69,45,-4603.17,9294.77,44,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.7537,0.66,-4603.12,9296.69,45,-4603.17,9294.77,44,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.7532,0.66,-4603.12,9296.69,45,-4603.17,9294.77,44,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double+Triple,0.754,0.66,-4603.12,9296.69,45,-4603.17,9294.77,44,0.2684,0.4172,Convergence/flat likelihood
5,SRV+Double+Triple,0.7593,0.67,-4602.31,9297.09,46,-4602.36,9295.17,45,0.2703,0.416,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.7535,0.66,-4603.12,9296.69,45,-4603.17,9294.77,44,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double+Triple,0.7557,0.66,-4603.13,9296.7,45,-4603.17,9294.78,44,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.7538,0.66,-4603.12,9296.69,45,-4603.17,9294.77,44,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.7538,0.66,-4603.12,9296.69,45,-4603.17,9294.77,44,0.2681,0.4174,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double+Triple,0.754,0.66,-4603.12,9296.69,45,-4603.17,9294.77,44,0.2684,0.4172,Convergence/flat likelihood; Collapsed rate class
