model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.492,12.918,SRV,1
null,2,0.603,80.15,SRV,1
null,3,6.536,6.932,SRV,1
null,1,0.002,0.0,SRV,2
null,2,0.157,74.748,SRV,2
null,3,3.496,25.252,SRV,2
null,1,0.0,0.0,SRV,3
null,2,0.588,93.107,SRV,3
null,3,6.561,6.893,SRV,3
null,1,0.004,0.0,SRV,4
null,2,0.291,81.463,SRV,4
null,3,4.117,18.537,SRV,4
null,1,0.143,0.0,SRV,5
null,2,0.588,93.111,SRV,5
null,3,6.564,6.889,SRV,5
null,1,0.576,18.751,SRV,6
null,2,0.591,74.336,SRV,6
null,3,6.546,6.913,SRV,6
null,1,0.15,14.572,SRV,7
null,2,0.678,78.609,SRV,7
null,3,6.528,6.819,SRV,7
null,1,0.456,28.081,SRV,8
null,2,0.649,65.041,SRV,8
null,3,6.543,6.878,SRV,8
null,1,0.003,0.0,SRV,9
null,2,0.588,93.112,SRV,9
null,3,6.567,6.888,SRV,9
null,1,0.006,0.0,SRV,10
null,2,0.631,94.831,SRV,10
null,3,7.774,5.169,SRV,10
