model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,35.503,SRV,1
null,2,0.0,17.662,SRV,1
null,3,2.135,46.835,SRV,1
null,1,0.0,51.147,SRV,2
null,2,0.0,2.018,SRV,2
null,3,2.135,46.836,SRV,2
null,1,0.0,53.162,SRV,3
null,2,2.135,2.141,SRV,3
null,3,2.135,44.697,SRV,3
null,1,0.0,25.826,SRV,4
null,2,0.0,27.337,SRV,4
null,3,2.135,46.837,SRV,4
null,1,0.0,53.164,SRV,5
null,2,0.005,0.0,SRV,5
null,3,2.135,46.836,SRV,5
null,1,0.0,22.487,SRV,6
null,2,0.0,30.674,SRV,6
null,3,2.135,46.839,SRV,6
null,1,0.0,53.031,SRV,7
null,2,0.0,0.133,SRV,7
null,3,2.135,46.835,SRV,7
null,1,0.0,48.39,SRV,8
null,2,0.0,4.771,SRV,8
null,3,2.135,46.839,SRV,8
null,1,0.0,53.163,SRV,9
null,2,2.135,4.874,SRV,9
null,3,2.135,41.963,SRV,9
null,1,0.0,53.162,SRV,10
null,2,2.135,2.741,SRV,10
null,3,2.135,44.097,SRV,10
