model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,15.135,SRV,1
null,2,0.0,35.27,SRV,1
null,3,2.016,49.595,SRV,1
null,1,0.0,13.56,SRV,2
null,2,0.0,36.844,SRV,2
null,3,2.016,49.597,SRV,2
null,1,0.0,1.814,SRV,3
null,2,0.0,48.588,SRV,3
null,3,2.016,49.598,SRV,3
null,1,0.0,10.604,SRV,4
null,2,0.0,39.802,SRV,4
null,3,2.016,49.594,SRV,4
null,1,0.0,14.905,SRV,5
null,2,0.0,35.497,SRV,5
null,3,2.016,49.598,SRV,5
null,1,0.0,14.07,SRV,6
null,2,0.0,36.33,SRV,6
null,3,2.016,49.599,SRV,6
null,1,0.0,13.59,SRV,7
null,2,0.0,36.811,SRV,7
null,3,2.016,49.599,SRV,7
null,1,0.0,13.987,SRV,8
null,2,0.0,36.416,SRV,8
null,3,2.016,49.597,SRV,8
null,1,0.0,50.405,SRV,9
null,2,2.016,21.659,SRV,9
null,3,2.016,27.936,SRV,9
null,1,0.0,13.402,SRV,10
null,2,0.0,36.999,SRV,10
null,3,2.016,49.599,SRV,10
