model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,10.127,SRV,1
null,2,0.944,78.934,SRV,1
null,3,2.331,10.939,SRV,1
null,1,0.0,10.1,SRV,2
null,2,0.941,78.422,SRV,2
null,3,2.284,11.478,SRV,2
null,1,0.0,10.137,SRV,3
null,2,0.945,79.016,SRV,3
null,3,2.337,10.847,SRV,3
null,1,0.0,10.126,SRV,4
null,2,0.943,78.815,SRV,4
null,3,2.319,11.06,SRV,4
null,1,0.0,10.113,SRV,5
null,2,0.942,78.641,SRV,5
null,3,2.302,11.246,SRV,5
null,1,0.0,10.113,SRV,6
null,2,0.943,78.761,SRV,6
null,3,2.315,11.126,SRV,6
null,1,0.0,10.133,SRV,7
null,2,0.943,78.694,SRV,7
null,3,2.305,11.173,SRV,7
null,1,0.0,10.148,SRV,8
null,2,0.945,79.032,SRV,8
null,3,2.339,10.819,SRV,8
null,1,0.0,10.128,SRV,9
null,2,0.944,78.708,SRV,9
null,3,2.305,11.164,SRV,9
null,1,0.0,10.116,SRV,10
null,2,0.943,78.802,SRV,10
null,3,2.318,11.083,SRV,10
