model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,10.085,SRV,1
null,2,0.941,78.566,SRV,1
null,3,2.297,11.35,SRV,1
null,1,0.0,10.095,SRV,2
null,2,0.941,78.467,SRV,2
null,3,2.289,11.438,SRV,2
null,1,0.0,10.121,SRV,3
null,2,0.943,78.789,SRV,3
null,3,2.317,11.089,SRV,3
null,1,0.0,10.091,SRV,4
null,2,0.94,78.331,SRV,4
null,3,2.277,11.577,SRV,4
null,1,0.0,10.116,SRV,5
null,2,0.942,78.569,SRV,5
null,3,2.298,11.315,SRV,5
null,1,0.0,10.126,SRV,6
null,2,0.944,78.745,SRV,6
null,3,2.31,11.129,SRV,6
null,1,0.0,10.106,SRV,7
null,2,0.941,78.524,SRV,7
null,3,2.293,11.369,SRV,7
null,1,0.0,10.136,SRV,8
null,2,0.943,78.665,SRV,8
null,3,2.302,11.199,SRV,8
null,1,0.0,10.113,SRV,9
null,2,0.943,78.76,SRV,9
null,3,2.314,11.126,SRV,9
null,1,0.0,10.096,SRV,10
null,2,0.94,78.358,SRV,10
null,3,2.28,11.545,SRV,10
