replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.5973,1.71,-7901.22,15916.84,57,-7901.36,15915.1,56,0.2351,0.1286,Convergence/flat likelihood
2,SRV,0.5876,1.69,-7901.15,15916.7,57,-7901.3,15914.98,56,0.2351,0.1286,Convergence/flat likelihood
3,SRV,0.5877,1.68,-7901.15,15916.7,57,-7901.3,15914.98,56,0.2351,0.1286,Convergence/flat likelihood
4,SRV,0.5877,1.69,-7901.15,15916.7,57,-7901.3,15914.98,56,0.2351,0.1286,Convergence/flat likelihood
5,SRV,0.5877,1.69,-7901.15,15916.7,57,-7901.3,15914.98,56,0.2351,0.1286,Convergence/flat likelihood
6,SRV,0.6021,1.73,-7901.19,15916.78,57,-7901.33,15915.04,56,0.2351,0.1286,Convergence/flat likelihood
7,SRV,0.5937,1.67,-7901.23,15916.85,57,-7901.37,15915.12,56,0.2351,0.1286,Convergence/flat likelihood
8,SRV,0.5908,1.65,-7901.16,15916.71,57,-7901.3,15914.99,56,0.2351,0.1286,Convergence/flat likelihood
9,SRV,0.591,1.65,-7901.16,15916.71,57,-7901.3,15914.99,56,0.2351,0.1286,Convergence/flat likelihood
10,SRV,0.5873,1.71,-7901.15,15916.7,57,-7901.3,15914.98,56,0.2351,0.1286,Convergence/flat likelihood
1,SRV+Double,0.5925,1.64,-7901.16,15920.75,59,-7901.3,15919.02,58,0.2351,0.1286,Convergence/flat likelihood
2,SRV+Double,0.5878,1.68,-7901.15,15920.73,59,-7901.3,15919.01,58,0.2351,0.1286,Convergence/flat likelihood
3,SRV+Double,0.5877,1.69,-7901.15,15920.73,59,-7901.3,15919.01,58,0.2351,0.1286,Convergence/flat likelihood
4,SRV+Double,0.6197,1.7,-7901.25,15920.92,59,-7901.37,15919.15,58,0.2351,0.1286,Convergence/flat likelihood
5,SRV+Double,0.6114,1.72,-7901.21,15920.84,59,-7901.34,15919.09,58,0.2351,0.1286,Convergence/flat likelihood
6,SRV+Double,0.5887,1.74,-7901.16,15920.74,59,-7901.3,15919.02,58,0.2351,0.1287,Convergence/flat likelihood
7,SRV+Double,0.6189,1.7,-7901.24,15920.91,59,-7901.37,15919.15,58,0.2351,0.1286,Convergence/flat likelihood
8,SRV+Double,0.5878,1.69,-7901.15,15920.73,59,-7901.3,15919.01,58,0.2351,0.1286,Convergence/flat likelihood
9,SRV+Double,0.5876,1.69,-7901.15,15920.73,59,-7901.3,15919.01,58,0.2351,0.1286,Convergence/flat likelihood
10,SRV+Double,0.5876,1.69,-7901.15,15920.73,59,-7901.3,15919.01,58,0.2351,0.1286,Convergence/flat likelihood
1,SRV+Double+Triple,0.591,1.63,-7900.82,15924.09,61,-7900.96,15922.36,60,0.2351,0.1286,Convergence/flat likelihood
2,SRV+Double+Triple,0.592,1.63,-7900.82,15924.09,61,-7900.96,15922.36,60,0.2351,0.1286,Convergence/flat likelihood
3,SRV+Double+Triple,0.6817,1.65,-7901.62,15925.69,61,-7901.7,15923.84,60,0.2351,0.1286,Convergence/flat likelihood
4,SRV+Double+Triple,0.645,1.66,-7901.02,15924.5,61,-7901.13,15922.69,60,0.2351,0.1286,Convergence/flat likelihood
5,SRV+Double+Triple,0.5902,1.65,-7900.82,15924.09,61,-7900.96,15922.36,60,0.2351,0.1286,Convergence/flat likelihood
6,SRV+Double+Triple,0.5908,1.64,-7900.82,15924.09,61,-7900.96,15922.36,60,0.2351,0.1286,Convergence/flat likelihood
7,SRV+Double+Triple,0.5922,1.63,-7900.82,15924.09,61,-7900.96,15922.37,60,0.2351,0.1286,Convergence/flat likelihood
8,SRV+Double+Triple,0.5948,1.61,-7900.93,15924.32,61,-7901.07,15922.59,60,0.2351,0.1286,Convergence/flat likelihood
9,SRV+Double+Triple,0.5934,1.63,-7900.91,15924.28,61,-7901.05,15922.55,60,0.2351,0.1286,Convergence/flat likelihood
10,SRV+Double+Triple,0.5902,1.65,-7900.82,15924.09,61,-7900.96,15922.36,60,0.2351,0.1286,Convergence/flat likelihood
