replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.5389,0.45,-7901.12,15916.63,57,-7901.3,15914.99,56,0.2335,0.3866,Convergence/flat likelihood
2,SRV,0.5367,0.57,-7901.19,15916.77,57,-7901.38,15915.14,56,0.2335,0.3866,Convergence/flat likelihood
3,SRV,0.5403,0.45,-7901.11,15916.63,57,-7901.3,15914.99,56,0.2335,0.3866,Convergence/flat likelihood
4,SRV,0.5367,0.44,-7901.11,15916.61,57,-7901.3,15914.98,56,0.2335,0.3866,Convergence/flat likelihood
5,SRV,0.5428,24.28,-7901.45,15917.29,57,-7901.32,15915.03,56,0.2335,0.3866,Convergence/flat likelihood
6,SRV,0.5366,0.43,-7901.11,15916.61,57,-7901.3,15914.98,56,0.2335,0.3866,Convergence/flat likelihood
7,SRV,0.5606,0.58,-7901.2,15916.79,57,-7901.37,15915.12,56,0.2335,0.3866,Convergence/flat likelihood
8,SRV,0.5377,0.45,-7901.12,15916.63,57,-7901.31,15914.99,56,0.2337,0.3871,Convergence/flat likelihood; Collapsed rate class
9,SRV,0.5413,0.57,-7901.18,15916.75,57,-7901.36,15915.11,56,0.2335,0.3866,Convergence/flat likelihood
10,SRV,0.5365,0.44,-7901.11,15916.61,57,-7901.3,15914.98,56,0.2335,0.3866,Convergence/flat likelihood
1,SRV+Double,0.5371,0.43,-7901.11,15920.64,59,-7901.3,15919.01,58,0.2335,0.3866,Convergence/flat likelihood
2,SRV+Double,0.5367,0.45,-7901.11,15920.64,59,-7901.3,15919.01,58,0.2335,0.3866,Convergence/flat likelihood
3,SRV+Double,0.5385,0.58,-7901.2,15920.83,59,-7901.39,15919.2,58,0.2335,0.3866,Convergence/flat likelihood
4,SRV+Double,0.5364,0.44,-7901.11,15920.64,59,-7901.3,15919.01,58,0.2335,0.3866,Convergence/flat likelihood
5,SRV+Double,0.5374,0.45,-7901.11,15920.65,59,-7901.3,15919.02,58,0.2335,0.3866,Convergence/flat likelihood
6,SRV+Double,0.5458,0.51,-7901.12,15920.66,59,-7901.3,15919.01,58,0.2335,0.3866,Convergence/flat likelihood
7,SRV+Double,0.5416,0.46,-7901.12,15920.66,59,-7901.3,15919.02,58,0.2335,0.3866,Convergence/flat likelihood
8,SRV+Double,1.0,50.0,-7903.8,15926.03,59,-7901.64,15919.69,58,0.2335,0.3866,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.5411,0.46,-7901.12,15920.66,59,-7901.3,15919.02,58,0.2335,0.3866,Convergence/flat likelihood
10,SRV+Double,0.5665,0.57,-7901.33,15921.09,59,-7901.49,15919.4,58,0.2335,0.3866,Convergence/flat likelihood
1,SRV+Double+Triple,0.5341,0.58,-7900.86,15924.17,61,-7901.05,15922.54,60,0.2335,0.3866,Convergence/flat likelihood
2,SRV+Double+Triple,0.5337,0.45,-7900.77,15923.99,61,-7900.96,15922.36,60,0.2335,0.3866,Convergence/flat likelihood
3,SRV+Double+Triple,0.5335,50.0,-7901.07,15924.6,61,-7900.96,15922.36,60,0.2335,0.3866,Convergence/flat likelihood
4,SRV+Double+Triple,0.5345,23.92,-7901.16,15924.77,61,-7901.03,15922.51,60,0.2335,0.3866,Convergence/flat likelihood
5,SRV+Double+Triple,1.0,50.0,-7903.75,15929.96,61,-7900.96,15922.37,60,0.2335,0.3866,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.5337,0.57,-7900.82,15924.1,61,-7901.02,15922.47,60,0.2335,0.3866,Convergence/flat likelihood
7,SRV+Double+Triple,0.5346,0.46,-7900.77,15923.99,61,-7900.96,15922.36,60,0.2335,0.3866,Convergence/flat likelihood
8,SRV+Double+Triple,0.5372,0.48,-7900.78,15924.0,61,-7900.97,15922.37,60,0.2335,0.3866,Convergence/flat likelihood
9,SRV+Double+Triple,0.5337,0.47,-7900.77,15923.99,61,-7900.96,15922.36,60,0.2335,0.3866,Convergence/flat likelihood
10,SRV+Double+Triple,0.5346,0.53,-7900.78,15924.02,61,-7900.98,15922.39,60,0.2335,0.3866,Convergence/flat likelihood
