model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.0,33.207,SRV,1
null,2,0.0,21.914,SRV,1
null,3,2.228,44.879,SRV,1
null,1,0.0,27.254,SRV,2
null,2,0.0,27.863,SRV,2
null,3,2.228,44.883,SRV,2
null,1,0.0,55.118,SRV,3
null,2,0.001,0.0,SRV,3
null,3,2.228,44.882,SRV,3
null,1,0.0,4.866,SRV,4
null,2,0.0,50.252,SRV,4
null,3,2.228,44.882,SRV,4
null,1,0.0,55.118,SRV,5
null,2,2.228,44.243,SRV,5
null,3,2.228,0.639,SRV,5
null,1,0.0,31.38,SRV,6
null,2,0.0,23.74,SRV,6
null,3,2.228,44.88,SRV,6
null,1,0.0,55.118,SRV,7
null,2,0.002,0.0,SRV,7
null,3,2.228,44.882,SRV,7
null,1,0.0,55.12,SRV,8
null,2,0.001,0.0,SRV,8
null,3,2.228,44.88,SRV,8
null,1,0.0,55.121,SRV,9
null,2,0.0,0.0,SRV,9
null,3,2.228,44.879,SRV,9
null,1,0.0,53.168,SRV,10
null,2,0.0,0.0,SRV,10
null,3,2.135,46.832,SRV,10
