model,class_id,syn_rate,proportion_percent,run_type,replicate
alternative,1,0.0,10.998,SRV,1
alternative,2,0.0,39.489,SRV,1
alternative,3,2.02,49.513,SRV,1
null,1,0.0,10.917,SRV,1
null,2,0.0,39.48,SRV,1
null,3,2.016,49.603,SRV,1
alternative,1,0.0,14.805,SRV,2
alternative,2,0.0,35.677,SRV,2
alternative,3,2.019,49.518,SRV,2
null,1,0.0,14.777,SRV,2
null,2,0.0,35.62,SRV,2
null,3,2.016,49.603,SRV,2
alternative,1,0.0,16.949,SRV,3
alternative,2,0.0,33.538,SRV,3
alternative,3,2.02,49.513,SRV,3
null,1,0.0,16.928,SRV,3
null,2,0.0,33.462,SRV,3
null,3,2.016,49.609,SRV,3
alternative,1,0.0,50.488,SRV,4
alternative,2,2.02,39.485,SRV,4
alternative,3,2.02,10.027,SRV,4
null,1,0.0,50.398,SRV,4
null,2,2.016,10.064,SRV,4
null,3,2.016,39.538,SRV,4
alternative,1,0.0,25.51,SRV,5
alternative,2,0.0,24.977,SRV,5
alternative,3,2.02,49.514,SRV,5
null,1,0.0,25.457,SRV,5
null,2,0.0,24.944,SRV,5
null,3,2.016,49.6,SRV,5
alternative,1,0.0,13.634,SRV,6
alternative,2,0.0,36.851,SRV,6
alternative,3,2.02,49.515,SRV,6
null,1,0.0,13.595,SRV,6
null,2,0.0,36.804,SRV,6
null,3,2.016,49.601,SRV,6
null,1,0.0,50.399,SRV,7
null,2,2.016,34.639,SRV,7
null,3,2.016,14.962,SRV,7
alternative,1,0.0,14.286,SRV,8
alternative,2,0.0,36.192,SRV,8
alternative,3,2.019,49.522,SRV,8
null,1,0.0,14.26,SRV,8
null,2,0.0,36.133,SRV,8
null,3,2.016,49.607,SRV,8
alternative,1,0.0,10.666,SRV,9
alternative,2,0.0,39.816,SRV,9
alternative,3,2.019,49.518,SRV,9
null,1,0.0,10.646,SRV,9
null,2,0.0,39.749,SRV,9
null,3,2.016,49.605,SRV,9
alternative,1,0.0,11.442,SRV,10
alternative,2,0.0,39.044,SRV,10
alternative,3,2.02,49.514,SRV,10
null,1,0.0,11.315,SRV,10
null,2,0.0,39.08,SRV,10
null,3,2.016,49.606,SRV,10
