taxon	delta_Iss
Hippopotamus_amphibius	-0.009703013273514666
Sus_scrofa	-0.0007457182047216071
Camelus_dromedarius	0.007129622362264304
Camelus_bactrianus	0.006692395475307339
Vicugna_pacos	0.005521034047871701
Phacochoerus_africanus	0.00024241851414735782
