model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.565,43.027,SRV,1
null,2,0.587,30.88,SRV,1
null,3,2.206,26.093,SRV,1
null,1,0.486,23.267,SRV,2
null,2,0.563,46.178,SRV,2
null,3,2.052,30.555,SRV,2
null,1,0.484,29.525,SRV,3
null,2,0.579,40.136,SRV,3
null,3,2.059,30.339,SRV,3
null,1,0.496,36.022,SRV,5
null,2,0.584,33.585,SRV,5
null,3,2.058,30.393,SRV,5
null,1,0.508,41.691,SRV,6
null,2,0.585,28.064,SRV,6
null,3,2.063,30.245,SRV,6
null,1,0.027,20.204,SRV,7
null,2,1.081,72.942,SRV,7
null,3,3.003,6.854,SRV,7
null,1,0.495,32.707,SRV,8
null,2,0.578,36.985,SRV,8
null,3,2.06,30.309,SRV,8
null,1,0.487,31.612,SRV,9
null,2,0.582,37.964,SRV,9
null,3,2.055,30.425,SRV,9
null,1,0.51,37.893,SRV,10
null,2,0.578,32.112,SRV,10
null,3,2.071,29.994,SRV,10
