model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.506,46.204,SRV,1
null,2,0.611,23.786,SRV,1
null,3,2.069,30.01,SRV,1
null,1,0.022,20.263,SRV,3
null,2,1.1,73.712,SRV,3
null,3,3.062,6.026,SRV,3
null,1,0.496,46.894,SRV,4
null,2,0.638,23.086,SRV,4
null,3,2.066,30.02,SRV,4
null,1,0.526,23.214,SRV,5
null,2,0.538,44.182,SRV,5
null,3,1.963,32.604,SRV,5
null,1,0.024,20.312,SRV,6
null,2,1.104,74.326,SRV,6
null,3,3.25,5.362,SRV,6
null,1,0.507,48.605,SRV,7
null,2,0.621,19.175,SRV,7
null,3,1.969,32.219,SRV,7
null,1,0.529,60.651,SRV,8
null,2,0.6,9.056,SRV,8
null,3,2.062,30.293,SRV,8
null,1,0.02,19.792,SRV,9
null,2,1.069,71.829,SRV,9
null,3,2.725,8.379,SRV,9
null,1,0.483,34.946,SRV,10
null,2,0.708,39.718,SRV,10
null,3,2.171,25.335,SRV,10
