replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.3751,1.21,-5707.23,11482.89,34.0,-5707.62,11481.65,33.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
2,SRV,,,,,,,,,0.2394,0.1697,
3,SRV,0.3132,1.21,-5705.54,11479.52,34.0,-5706.05,11478.51,33.0,0.2394,0.1697,Convergence/flat likelihood
4,SRV,0.3796,1.2,-5707.24,11482.91,34.0,-5707.62,11481.65,33.0,0.2394,0.1697,Convergence/flat likelihood
5,SRV,1.0,1.5,-5706.72,11481.87,34.0,-5706.18,11478.77,33.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
6,SRV,0.4409,1.21,-5705.8,11480.04,34.0,-5706.1,11478.61,33.0,0.2394,0.1697,Convergence/flat likelihood
7,SRV,1.0,1.51,-5706.72,11481.87,34.0,-5706.18,11478.77,33.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
8,SRV,0.3797,1.2,-5707.24,11482.92,34.0,-5707.63,11481.66,33.0,0.2394,0.1697,Convergence/flat likelihood
9,SRV,1.0,1.51,-5706.72,11481.87,34.0,-5705.98,11478.37,33.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
10,SRV,0.2986,1.21,-5705.77,11479.96,34.0,-5706.31,11479.02,33.0,0.2394,0.1697,Convergence/flat likelihood
1,SRV+Double,0.338,1.2,-5705.23,11482.95,36.0,-5705.69,11481.84,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.3124,1.19,-5705.55,11483.58,36.0,-5706.06,11482.57,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double,0.3136,1.19,-5705.55,11483.59,36.0,-5706.06,11482.58,35.0,0.2395,0.1696,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double,0.3128,1.19,-5705.55,11483.59,36.0,-5706.06,11482.58,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double,0.3113,1.18,-5705.55,11483.58,36.0,-5706.06,11482.57,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.5882,1.18,-5705.54,11483.57,36.0,-5705.69,11481.83,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
7,SRV+Double,0.314,1.19,-5705.55,11483.58,36.0,-5706.06,11482.57,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double,0.3174,1.18,-5705.1,11482.68,36.0,-5705.6,11481.65,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double,0.3095,1.19,-5705.55,11483.58,36.0,-5706.07,11482.59,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
10,SRV+Double,0.3863,1.2,-5705.22,11482.93,36.0,-5705.6,11481.65,35.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
1,SRV+Double+Triple,0.3103,1.18,-5705.31,11487.16,38.0,-5705.83,11486.16,37.0,0.2394,0.1697,Convergence/flat likelihood
2,SRV+Double+Triple,0.3098,1.18,-5705.31,11487.16,38.0,-5705.83,11486.17,37.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
3,SRV+Double+Triple,0.3105,1.18,-5705.31,11487.16,38.0,-5705.83,11486.16,37.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
4,SRV+Double+Triple,0.3106,1.18,-5705.31,11487.16,38.0,-5705.83,11486.16,37.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.3106,1.18,-5705.31,11487.16,38.0,-5705.83,11486.16,37.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double+Triple,0.3103,1.18,-5705.31,11487.16,38.0,-5705.83,11486.16,37.0,0.2394,0.1697,Convergence/flat likelihood
7,SRV+Double+Triple,0.3104,1.18,-5705.31,11487.16,38.0,-5705.83,11486.16,37.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.3114,1.18,-5705.32,11487.17,38.0,-5705.83,11486.16,37.0,0.2399,0.1693,Convergence/flat likelihood; Collapsed rate class
9,SRV+Double+Triple,0.3106,1.18,-5705.31,11487.16,38.0,-5705.83,11486.16,37.0,0.2394,0.1697,Convergence/flat likelihood
10,SRV+Double+Triple,0.3108,1.18,-5705.31,11487.16,38.0,-5705.83,11486.16,37.0,0.2394,0.1697,Convergence/flat likelihood; Collapsed rate class
