model,branch_set,mode,omega,proportion_percent,run_type,replicate
alternative,reference,Diversifying selection,133.164,0.056,SRV,1
alternative,reference,Negative selection,0.0,27.281,SRV,1
alternative,reference,Negative selection,0.28,72.663,SRV,1
alternative,test,Diversifying selection,5.355,0.056,SRV,1
alternative,test,Diversifying selection,133.164,0.056,SRV,1
alternative,test,Negative selection,0.0,27.281,SRV,1
alternative,test,Negative selection,0.646,72.663,SRV,1
alternative,test,Negative selection,0.0,27.281,SRV,1
alternative,test,Negative selection,0.28,72.663,SRV,1
null,reference,Diversifying selection,130.608,0.057,SRV,1
null,reference,Negative selection,0.0,27.688,SRV,1
null,reference,Negative selection,0.282,72.254,SRV,1
null,test,Diversifying selection,130.608,0.057,SRV,1
null,test,Negative selection,0.0,27.688,SRV,1
null,test,Negative selection,0.282,72.254,SRV,1
alternative,reference,Diversifying selection,133.321,0.055,SRV,2
alternative,reference,Negative selection,0.0,37.552,SRV,2
alternative,reference,Negative selection,0.332,62.393,SRV,2
alternative,test,Diversifying selection,5.544,0.055,SRV,2
alternative,test,Diversifying selection,133.321,0.055,SRV,2
alternative,test,Negative selection,0.0,37.552,SRV,2
alternative,test,Negative selection,0.679,62.393,SRV,2
alternative,test,Negative selection,0.0,37.552,SRV,2
alternative,test,Negative selection,0.332,62.393,SRV,2
null,reference,Diversifying selection,132.807,0.055,SRV,2
null,reference,Negative selection,0.0,37.552,SRV,2
null,reference,Negative selection,0.332,62.393,SRV,2
null,test,Diversifying selection,132.807,0.055,SRV,2
null,test,Negative selection,0.0,37.552,SRV,2
null,test,Negative selection,0.332,62.393,SRV,2
alternative,reference,Diversifying selection,130.452,0.062,SRV,3
alternative,reference,Negative selection,0.0,1.644,SRV,3
alternative,reference,Negative selection,0.206,98.294,SRV,3
alternative,test,Diversifying selection,4.934,0.062,SRV,3
alternative,test,Diversifying selection,130.452,0.062,SRV,3
alternative,test,Negative selection,0.0,1.644,SRV,3
alternative,test,Negative selection,0.596,98.294,SRV,3
alternative,test,Negative selection,0.0,1.644,SRV,3
alternative,test,Negative selection,0.206,98.294,SRV,3
null,reference,Diversifying selection,129.445,0.062,SRV,3
null,reference,Negative selection,0.0,1.715,SRV,3
null,reference,Negative selection,0.206,98.223,SRV,3
null,test,Diversifying selection,129.445,0.062,SRV,3
null,test,Negative selection,0.0,1.715,SRV,3
null,test,Negative selection,0.206,98.223,SRV,3
alternative,reference,Negative selection,0.113,31.171,SRV,4
alternative,reference,Negative selection,0.141,59.043,SRV,4
alternative,reference,Neutral evolution,1.0,9.786,SRV,4
alternative,test,Negative selection,0.532,31.171,SRV,4
alternative,test,Negative selection,0.566,59.043,SRV,4
alternative,test,Negative selection,0.113,31.171,SRV,4
alternative,test,Negative selection,0.141,59.043,SRV,4
alternative,test,Neutral evolution,1.0,9.786,SRV,4
alternative,test,Neutral evolution,1.0,9.786,SRV,4
null,reference,Negative selection,0.114,30.967,SRV,4
null,reference,Negative selection,0.142,59.311,SRV,4
null,reference,Neutral evolution,1.0,9.722,SRV,4
null,test,Negative selection,0.114,30.967,SRV,4
null,test,Negative selection,0.142,59.311,SRV,4
null,test,Neutral evolution,1.0,9.722,SRV,4
alternative,reference,Negative selection,0.0,22.234,SRV,5
alternative,reference,Negative selection,0.189,69.189,SRV,5
alternative,reference,Neutral evolution,1.0,8.577,SRV,5
alternative,test,Negative selection,0.0,22.234,SRV,5
alternative,test,Negative selection,0.565,69.189,SRV,5
alternative,test,Negative selection,0.0,22.234,SRV,5
alternative,test,Negative selection,0.189,69.189,SRV,5
alternative,test,Neutral evolution,1.0,8.577,SRV,5
alternative,test,Neutral evolution,1.0,8.577,SRV,5
null,reference,Negative selection,0.0,22.201,SRV,5
null,reference,Negative selection,0.189,69.247,SRV,5
null,reference,Neutral evolution,1.0,8.552,SRV,5
null,test,Negative selection,0.0,22.201,SRV,5
null,test,Negative selection,0.189,69.247,SRV,5
null,test,Neutral evolution,1.0,8.552,SRV,5
alternative,reference,Negative selection,0.022,26.598,SRV,6
alternative,reference,Negative selection,0.191,64.654,SRV,6
alternative,reference,Neutral evolution,1.0,8.748,SRV,6
alternative,test,Negative selection,0.023,26.598,SRV,6
alternative,test,Negative selection,0.195,64.654,SRV,6
alternative,test,Negative selection,0.022,26.598,SRV,6
alternative,test,Negative selection,0.191,64.654,SRV,6
alternative,test,Neutral evolution,1.0,8.748,SRV,6
alternative,test,Neutral evolution,1.0,8.748,SRV,6
null,reference,Negative selection,0.013,25.851,SRV,6
null,reference,Negative selection,0.193,65.551,SRV,6
null,reference,Neutral evolution,1.0,8.598,SRV,6
null,test,Negative selection,0.013,25.851,SRV,6
null,test,Negative selection,0.193,65.551,SRV,6
null,test,Neutral evolution,1.0,8.598,SRV,6
alternative,reference,Negative selection,0.0,15.703,SRV,7
alternative,reference,Negative selection,0.167,75.261,SRV,7
alternative,reference,Neutral evolution,1.0,9.036,SRV,7
alternative,test,Negative selection,0.0,15.703,SRV,7
alternative,test,Negative selection,0.558,75.261,SRV,7
alternative,test,Negative selection,0.0,15.703,SRV,7
alternative,test,Negative selection,0.167,75.261,SRV,7
alternative,test,Neutral evolution,1.0,9.036,SRV,7
alternative,test,Neutral evolution,1.0,9.036,SRV,7
null,reference,Negative selection,0.0,15.684,SRV,7
null,reference,Negative selection,0.168,75.318,SRV,7
null,reference,Neutral evolution,1.0,8.999,SRV,7
null,test,Negative selection,0.0,15.684,SRV,7
null,test,Negative selection,0.168,75.318,SRV,7
null,test,Neutral evolution,1.0,8.999,SRV,7
alternative,reference,Negative selection,0.0,50.506,SRV,8
alternative,reference,Negative selection,0.401,46.626,SRV,8
alternative,reference,Neutral evolution,1.0,2.868,SRV,8
alternative,test,Negative selection,0.0,50.506,SRV,8
alternative,test,Negative selection,0.42,46.626,SRV,8
alternative,test,Negative selection,0.0,50.506,SRV,8
alternative,test,Negative selection,0.401,46.626,SRV,8
alternative,test,Neutral evolution,1.0,2.868,SRV,8
alternative,test,Neutral evolution,1.0,2.868,SRV,8
