model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.48,55.279,SRV,1
null,2,0.986,18.151,SRV,1
null,3,2.092,26.57,SRV,1
null,1,0.021,19.734,SRV,2
null,2,1.065,71.71,SRV,2
null,3,2.716,8.556,SRV,2
null,1,0.037,20.183,SRV,3
null,2,1.074,73.549,SRV,3
null,3,3.234,6.269,SRV,3
null,1,0.49,38.47,SRV,4
null,2,0.603,31.284,SRV,4
null,3,2.059,30.246,SRV,4
null,1,0.494,43.127,SRV,5
null,2,0.614,26.55,SRV,5
null,3,2.058,30.324,SRV,5
null,1,0.532,35.57,SRV,6
null,2,0.538,33.749,SRV,6
null,3,2.05,30.681,SRV,6
null,1,0.491,35.931,SRV,7
null,2,0.59,33.693,SRV,7
null,3,2.057,30.376,SRV,7
null,1,0.482,37.031,SRV,8
null,2,0.578,31.16,SRV,8
null,3,2.016,31.809,SRV,8
null,1,0.03,20.444,SRV,9
null,2,1.086,72.97,SRV,9
null,3,3.06,6.586,SRV,9
null,1,0.021,20.073,SRV,10
null,2,1.089,73.131,SRV,10
null,3,2.933,6.796,SRV,10
