model,class_id,syn_rate,proportion_percent,run_type,replicate
alternative,1,0.476,32.403,SRV,1
alternative,2,0.534,33.637,SRV,1
alternative,3,1.961,33.96,SRV,1
null,1,0.557,50.33,SRV,1
null,2,0.57,22.12,SRV,1
null,3,2.154,27.55,SRV,1
alternative,1,0.382,5.624,SRV,2
alternative,2,0.521,60.713,SRV,2
alternative,3,1.967,33.663,SRV,2
null,1,0.333,6.16,SRV,2
null,2,0.594,67.072,SRV,2
null,3,2.171,26.768,SRV,2
null,1,0.428,46.637,SRV,3
null,2,0.982,28.993,SRV,3
null,3,2.116,24.37,SRV,3
alternative,1,0.538,42.685,SRV,4
alternative,2,0.579,30.283,SRV,4
alternative,3,2.202,27.031,SRV,4
null,1,0.519,43.084,SRV,4
null,2,0.6,28.096,SRV,4
null,3,2.109,28.819,SRV,4
alternative,1,0.54,29.008,SRV,5
alternative,2,0.56,43.574,SRV,5
alternative,3,2.186,27.418,SRV,5
null,1,0.552,61.803,SRV,5
null,2,0.669,9.686,SRV,5
null,3,2.083,28.511,SRV,5
alternative,1,0.543,31.168,SRV,6
alternative,2,0.559,41.434,SRV,6
alternative,3,2.187,27.398,SRV,6
null,1,0.571,43.546,SRV,6
null,2,0.572,28.39,SRV,6
null,3,2.099,28.064,SRV,6
alternative,1,0.557,45.291,SRV,7
alternative,2,0.687,32.492,SRV,7
alternative,3,2.36,22.217,SRV,7
null,1,0.032,20.639,SRV,7
null,2,1.092,73.123,SRV,7
null,3,3.127,6.238,SRV,7
alternative,1,0.495,51.718,SRV,8
alternative,2,0.542,14.562,SRV,8
alternative,3,1.972,33.72,SRV,8
null,1,0.52,11.641,SRV,8
null,2,0.557,59.559,SRV,8
null,3,2.11,28.8,SRV,8
alternative,1,0.555,28.414,SRV,9
alternative,2,0.557,44.67,SRV,9
alternative,3,2.205,26.916,SRV,9
null,1,0.527,50.443,SRV,9
null,2,0.571,19.45,SRV,9
null,3,2.07,30.106,SRV,9
alternative,1,0.492,53.589,SRV,10
alternative,2,0.555,12.233,SRV,10
alternative,3,1.956,34.178,SRV,10
null,1,0.496,10.153,SRV,10
null,2,0.565,61.583,SRV,10
null,3,2.128,28.264,SRV,10
