replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.3795,1.61,-5707.25,11482.93,34.0,-5707.64,11481.68,33.0,0.225,0.1152,Convergence/flat likelihood; Collapsed rate class
2,SRV,0.3407,1.99,-5707.16,11482.75,34.0,-5707.62,11481.64,33.0,0.225,0.1152,Convergence/flat likelihood
3,SRV,0.3417,2.02,-5707.16,11482.76,34.0,-5707.61,11481.64,33.0,0.225,0.1152,Convergence/flat likelihood
4,SRV,,,,,,,,,0.225,0.1152,
5,SRV,0.3406,2.03,-5707.16,11482.74,34.0,-5707.61,11481.63,33.0,0.225,0.1152,Convergence/flat likelihood
6,SRV,0.3448,1.95,-5707.17,11482.78,34.0,-5707.62,11481.65,33.0,0.225,0.1152,Convergence/flat likelihood
7,SRV,0.4741,1.46,-5705.76,11479.95,34.0,-5706.01,11478.43,33.0,0.225,0.1152,Convergence/flat likelihood
8,SRV,0.3421,2.14,-5707.17,11482.78,34.0,-5707.62,11481.65,33.0,0.225,0.1152,Convergence/flat likelihood
9,SRV,0.3415,2.02,-5707.17,11482.76,34.0,-5707.62,11481.64,33.0,0.225,0.1152,Convergence/flat likelihood
10,SRV,0.3469,1.92,-5707.18,11482.79,34.0,-5707.62,11481.65,33.0,0.225,0.1152,Convergence/flat likelihood
1,SRV+Double,0.3838,1.47,-5706.58,11485.64,36.0,-5706.96,11484.37,35.0,0.225,0.1152,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double,0.3857,1.46,-5706.59,11485.66,36.0,-5706.96,11484.39,35.0,0.225,0.1152,Convergence/flat likelihood
3,SRV+Double,0.7123,1.41,-5705.92,11484.33,36.0,-5705.99,11482.44,35.0,0.225,0.1152,Convergence/flat likelihood
4,SRV+Double,0.4382,1.54,-5705.87,11484.22,36.0,-5706.17,11482.8,35.0,0.225,0.1152,Convergence/flat likelihood
5,SRV+Double,0.4394,1.55,-5705.87,11484.22,36.0,-5706.17,11482.79,35.0,0.225,0.1152,Convergence/flat likelihood; Collapsed rate class
6,SRV+Double,0.4658,1.42,-5705.92,11484.33,36.0,-5706.19,11482.84,35.0,0.225,0.1152,Convergence/flat likelihood
7,SRV+Double,0.4622,1.4,-5705.94,11484.36,36.0,-5706.21,11482.88,35.0,0.225,0.1152,Convergence/flat likelihood
8,SRV+Double,0.4411,1.53,-5705.87,11484.23,36.0,-5706.17,11482.79,35.0,0.225,0.1152,Convergence/flat likelihood
9,SRV+Double,0.4425,1.54,-5705.68,11483.85,36.0,-5705.98,11482.41,35.0,0.225,0.1152,Convergence/flat likelihood
10,SRV+Double,0.3907,1.41,-5706.61,11485.7,36.0,-5706.98,11484.41,35.0,0.225,0.1152,Convergence/flat likelihood
1,SRV+Double+Triple,0.3883,1.49,-5706.46,11489.46,38.0,-5706.83,11488.17,37.0,0.225,0.1152,Convergence/flat likelihood; Collapsed rate class
2,SRV+Double+Triple,0.3887,1.42,-5706.45,11489.44,38.0,-5706.82,11488.15,37.0,0.225,0.1152,Convergence/flat likelihood
3,SRV+Double+Triple,0.3884,1.49,-5706.46,11489.46,38.0,-5706.83,11488.17,37.0,0.225,0.1152,Convergence/flat likelihood
4,SRV+Double+Triple,0.39,1.5,-5706.46,11489.46,38.0,-5706.83,11488.17,37.0,0.225,0.1152,Convergence/flat likelihood; Collapsed rate class
5,SRV+Double+Triple,0.391,1.5,-5706.46,11489.46,38.0,-5706.83,11488.17,37.0,0.225,0.1152,Convergence/flat likelihood
6,SRV+Double+Triple,0.3876,1.48,-5706.46,11489.45,38.0,-5706.83,11488.17,37.0,0.225,0.1152,Convergence/flat likelihood
7,SRV+Double+Triple,0.39,1.5,-5706.46,11489.46,38.0,-5706.83,11488.17,37.0,0.225,0.1152,Convergence/flat likelihood; Collapsed rate class
8,SRV+Double+Triple,0.3894,1.5,-5706.46,11489.46,38.0,-5706.83,11488.17,37.0,0.225,0.1152,Convergence/flat likelihood
9,SRV+Double+Triple,0.3984,1.37,-5706.46,11489.45,38.0,-5706.81,11488.14,37.0,0.225,0.1152,Convergence/flat likelihood
10,SRV+Double+Triple,0.389,1.49,-5706.46,11489.46,38.0,-5706.83,11488.17,37.0,0.225,0.1152,Convergence/flat likelihood
