model,class_id,syn_rate,proportion_percent,run_type,replicate
null,1,0.03,20.457,SRV,1
null,2,1.086,73.03,SRV,1
null,3,3.083,6.512,SRV,1
null,1,0.502,34.96,SRV,2
null,2,0.572,34.514,SRV,2
null,3,2.054,30.526,SRV,2
null,1,0.035,19.867,SRV,3
null,2,1.068,73.819,SRV,3
null,3,3.245,6.314,SRV,3
null,1,0.51,45.615,SRV,4
null,2,0.588,23.842,SRV,4
null,3,2.053,30.542,SRV,4
null,1,0.5,43.029,SRV,5
null,2,0.602,26.639,SRV,5
null,3,2.059,30.332,SRV,5
null,1,0.528,30.082,SRV,6
null,2,0.542,39.352,SRV,6
null,3,2.054,30.567,SRV,6
null,1,0.02,19.644,SRV,7
null,2,1.067,72.231,SRV,7
null,3,2.774,8.124,SRV,7
null,1,0.511,41.643,SRV,8
null,2,0.569,27.585,SRV,8
null,3,2.048,30.772,SRV,8
null,1,0.506,32.021,SRV,9
null,2,0.562,37.369,SRV,9
null,3,2.052,30.609,SRV,9
null,1,0.036,20.068,SRV,10
null,2,1.073,73.793,SRV,10
null,3,3.269,6.139,SRV,10
