replicate,run_type,p_value,K_alt,logL_alt,AICc_alt,params_alt,logL_null,AICc_null,params_null,global_dNdS_reference,global_dNdS_test,warnings
1,SRV,0.0012,10.9,-5702.4,11473.23,34,-5707.64,11481.68,33,0.208,1.1888,Collapsed rate class
2,SRV,0.0012,11.11,-5702.39,11473.22,34,-5707.64,11481.69,33,0.208,1.1888,
3,SRV,0.0411,0.0,-5704.07,11476.58,34,-5706.16,11478.73,33,0.208,1.1888,Convergence/flat likelihood; Collapsed rate class
4,SRV,0.0094,0.0,-5704.25,11476.94,34,-5707.62,11481.65,33,0.208,1.1888,Collapsed rate class
5,SRV,0.0407,0.0,-5704.08,11476.59,34,-5706.17,11478.75,33,0.208,1.1888,Collapsed rate class
6,SRV,0.0406,0.0,-5704.08,11476.59,34,-5706.18,11478.76,33,0.208,1.1888,Collapsed rate class
7,SRV,0.0395,0.26,-5703.96,11476.35,34,-5706.08,11478.56,33,0.208,1.1888,
8,SRV,0.0012,13.36,-5702.34,11473.12,34,-5707.63,11481.66,33,0.208,1.1888,Collapsed rate class
9,SRV,0.0097,0.0,-5704.27,11476.96,34,-5707.61,11481.63,33,0.208,1.1888,Collapsed rate class
10,SRV,0.0012,11.17,-5702.39,11473.21,34,-5707.63,11481.67,33,0.208,1.1888,Collapsed rate class
1,SRV+Double,0.0163,0.0,-5702.84,11478.15,36,-5705.72,11481.9,35,0.208,1.1888,Collapsed rate class
2,SRV+Double,0.0162,0.0,-5702.84,11478.15,36,-5705.72,11481.9,35,0.208,1.1888,Collapsed rate class
3,SRV+Double,0.0162,0.0,-5702.84,11478.16,36,-5705.73,11481.91,35,0.208,1.1888,Collapsed rate class
4,SRV+Double,0.0155,0.0,-5702.7,11477.88,36,-5705.63,11481.72,35,0.208,1.1888,Collapsed rate class
5,SRV+Double,0.0163,0.0,-5702.84,11478.15,36,-5705.72,11481.9,35,0.208,1.1888,Collapsed rate class
6,SRV+Double,0.0163,0.0,-5702.81,11478.09,36,-5705.69,11481.84,35,0.208,1.1888,Collapsed rate class
7,SRV+Double,0.0163,0.0,-5702.78,11478.04,36,-5705.66,11481.78,35,0.208,1.1888,Collapsed rate class
8,SRV+Double,0.013,0.0,-5702.91,11478.3,36,-5705.99,11482.44,35,0.208,1.1888,
9,SRV+Double,0.0165,0.0,-5702.79,11478.05,36,-5705.66,11481.77,35,0.208,1.1888,Collapsed rate class
10,SRV+Double,0.0167,0.0,-5702.79,11478.06,36,-5705.65,11481.76,35,0.208,1.1888,Collapsed rate class
1,SRV+Double+Triple,0.0155,0.0,-5702.44,11481.42,38,-5705.37,11485.25,37,0.208,1.1888,Collapsed rate class
2,SRV+Double+Triple,0.0184,0.0,-5702.65,11481.85,38,-5705.43,11485.38,37,0.208,1.1888,
3,SRV+Double+Triple,0.0155,0.0,-5702.44,11481.42,38,-5705.37,11485.25,37,0.2081,1.1936,Collapsed rate class
4,SRV+Double+Triple,0.0155,0.0,-5702.44,11481.42,38,-5705.37,11485.25,37,0.2081,1.1895,Collapsed rate class
5,SRV+Double+Triple,0.0155,0.0,-5702.44,11481.42,38,-5705.37,11485.25,37,0.208,1.1888,Collapsed rate class
6,SRV+Double+Triple,0.0155,0.0,-5702.44,11481.42,38,-5705.37,11485.25,37,0.208,1.1888,Collapsed rate class
7,SRV+Double+Triple,0.0156,0.0,-5702.44,11481.42,38,-5705.37,11485.25,37,0.208,1.1856,Collapsed rate class
8,SRV+Double+Triple,0.0156,0.0,-5702.44,11481.42,38,-5705.37,11485.24,37,0.208,1.1888,Collapsed rate class
9,SRV+Double+Triple,0.0155,0.0,-5702.44,11481.41,38,-5705.37,11485.25,37,0.208,1.1888,Collapsed rate class
10,SRV+Double+Triple,0.0155,0.0,-5702.44,11481.42,38,-5705.37,11485.25,37,0.208,1.1888,Collapsed rate class
